"x","y"
190,-1026
184.28751,-1022.095
180.198825368487,-1022.34680441227
175.984318802913,-1012.21558199838
182.160538064338,-1008.02420946879
174.568329275571,-1008.441156346
169.481555369359,-1000.66093489564
167.013168405112,-986.681383131154
159.272366130294,-988.061859264697
162.813451778949,-980.029368451659
168.556650431933,-970.318230617567
163.211886826532,-967.164673966969
162.575205276271,-954.977474759887
162.374528467578,-940.8730030096
164.192847698228,-942.543145388885
158.895133119984,-942.155957269944
160.228049172799,-934.62877603432
162.271941796075,-927.321983282253
177.924336245169,-911.797589526434
175.828802574276,-902.190473406816
184.256581727187,-901.924076867161
197.652949679738,-889.422739007999
198.832256803122,-887.037825527867
190.521585521224,-886.943380982039
203.426296891155,-873.802316294938
211.21340957045,-861.999003814649
216.768544524713,-857.003252547286
222.140793644482,-853.417837261365
230.188898884222,-836.771502860206
245.475029740818,-832.179406128359
246.01823556576,-830.986358364088
239.11891970102,-825.822257040177
238.077949259648,-820.494579417386
244.701952174577,-811.884288258327
246.007940240771,-760.39999921621
259.322653767884,-777.320466472033
255.220411517403,-807.218431676401
260.560616002925,-798.710602486515
266.583418008164,-785.080685486835
285.311448123306,-775.205182492674
286.390433952142,-778.410426272376
287.744302737297,-768.653322878844
290.875232434363,-769.589582264155
295.124814518914,-777.994829735813
296.676784552305,-762.936970339247
298.619298002965,-750.571726397771
303.211008820915,-786.79131380598
308.479735604324,-752.61965020263
309.156838258395,-723.313105666635
314.059188678634,-725.102742663464
321.538195507145,-715.343199240232
328.197021521154,-707.366091004089
326.862546670853,-700.3570498363
333.784301570428,-693.048767520196
338.297410499988,-690.658775186061
351.827376682473,-682.09306056472
355.620147073416,-660.433922626595
364.241103484864,-653.611761777316
368.324402165327,-651.860644068978
372.540731005268,-650.721010424138
373.833178540359,-644.422068981041
373.444206964617,-638.214566198919
406.033717876424,-627.424958529135
402.941582074868,-568.429147286444
388.350379294162,-577.645817453878
382.8198526474,-601.887595666195
390.242941632125,-585.030615856216
387.82373751575,-576.112596455745
405.252365955693,-577.197809683647
392.704903431767,-538.520474054333
384.329949335936,-536.476132253475
379.69806593812,-552.271655847104
379.41550464396,-543.302721752436
376.923501599407,-540.14534575878
374.128477675383,-527.123869872976
368.480408847334,-525.282695036815
360.517704375593,-520.057995203015
359.793998041335,-523.078820610799
362.205553401049,-508.74857485485
355.491443852042,-495.254126798676
356.599248229942,-481.227427020196
359.03791969137,-468.076110773201
363.185381567714,-461.230163684865
359.90219430611,-442.233777288056
364.133012756314,-447.687599722762
360.101516267187,-453.19118870093
364.698304398616,-440.301708659976
359.310420260857,-426.965428540664
369.122274837576,-414.4249773882
363.891662777296,-406.990681091728
368.655354868553,-403.739913851097
371.454287499257,-395.81913813944
375.910821276591,-375.291037328569
377.58873867861,-418.399516983563
380.537010985632,-408.50330335638
380.655354134527,-374.178096799936
379.004777604803,-367.364609565724
381.745500050468,-353.589914292937
383.84165399929,-343.586358710755
386.529204860233,-336.436096308937
395.012349560342,-330.330223921356
400.362222392453,-318.141324585447
401.619717081952,-317.826826634134
401.789837650611,-307.559250488012
405.255493689417,-297.645572297192
407.615232283019,-293.130816911192
403.796771531588,-280.388866645111
413.343530650368,-275.080122383971
421.279189472307,-265.139922523732
422.481944986166,-254.297936987454
422.644894813542,-255.408083739761
428.032038181219,-242.474936967609
431.552573526328,-229.168881971333
438.000793396485,-231.019338028017
444.1891870111,-221.832978928675
442.61092084545,-218.799534060398
440.305678503161,-221.444634314457
440.305678503161,-221.444634314457
444.815797503161,-215.063270314457
450.659808558073,-208.507265208993
456.212222835562,-202.551087287931
458.801656781316,-205.714856956599
463.935699458625,-198.767389386721
471.033514093171,-190.950274516655
480.306216630085,-181.893881227457
481.907788331214,-177.75553532854
477.133405012774,-176.445792358067
487.813948009961,-163.69801165299
497.610852132877,-162.074073693265
502.737729005227,-155.43064681705
506.095042388062,-152.539961563938
509.036459293256,-148.679708694615
510.599746659729,-143.077722183183
527.71357877996,-131.30943759428
527.04826394577,-122.990272720389
528.558872255447,-121.091087282934
538.6092089317,-117.094822249946
538.03955310903,-112.263204478084
546.215848311827,-106.896845981663
559.488900238361,-101.488433372618
569.367602967288,-96.3837459139442
575.477000101059,-92.1333505820071
583.264197185345,-86.5624162885068
587.311855303702,-82.372493804002
597.200842624444,-75.1700451782034
605.136915984704,-68.0727199443131
599.405193551529,-70.6935044115798
607.185143126554,-68.133141695287
634.99777117225,-63.2325607925479
633.467681743004,-64.2595933392902
633.128895337735,-58.2300475728811
641.650053194759,-50.648414122791
652.055212681916,-48.2292372562456
660.058572705527,-47.4312686372334
666.190004320831,-45.7415300893569
681.75690805449,-36.0373144291531
688.829381813311,-29.5692285821362
693.701012005389,-29.109544332462
700.721368163398,-28.4453178006239
708.740061969454,-25.8722219453678
708.451615691418,-26.3913511559054
744.365193167969,24.1762609155651
743.55912434808,9.43890287680816
733.004429101548,-11.7928392607689
769.81669238647,5.73856420726815
762.980390188642,-4.99145468811973
750.897215101108,-6.95067202537251
762.896955527816,1.51159466478581
772.07075628902,4.37958659754327
784.140092318855,6.99792955386287
841.492880809552,3.20509972866679
822.694941624335,9.2783182571557
804.77172672125,15.9605442919076
813.037535957847,17.8439323774568
816.615233147116,23.3258777391755
819.269271982015,26.2132644220366
836.497166789898,30.5092491579597
846.621204887245,30.5894782044912
853.504722302273,37.1738846882611
857.665350375663,43.8055124545781
872.54539311587,50.4886439785515
866.926396577083,49.1875972942992
881.042273460779,50.2895253647404
899.027565170326,53.4972953738055
954.09205913856,95.6236088998902
939.388494028681,82.2739683866531
922.598421459,65.9855586537368
927.559113335065,71.2958526262827
933.617301031807,76.114671653031
950.714274525291,80.974976694032
981.088853084828,97.9890045871978
974.994511286724,91.7182580599769
969.340189514492,86.7141174488463
975.273003207596,92.8191316308339
985.240011404872,96.8998472295408
1016.74639222966,149.935541601467
1021.36678961599,137.006032496511
1011.54485220277,113.276125850469
1022.42571965109,117.321837616939
1029.64713080602,123.288610170471
1036.20137775006,121.89184083148
1047.12341944021,125.734076179117
1061.48746344979,134.231089096157
1058.52835417547,135.94556506585
1065.53806977202,142.800329819891
1071.90792966967,146.589500864442
1079.00661385646,151.070713449042
1084.26700861446,150.938931064829
1094.33744169601,157.271451771467
1098.43157497608,165.48584186063
1122.28125449186,175.246608994588
1128.96088416036,175.427633167986
1116.91314582226,175.326039721885
1116.26493200977,180.451226879847
1122.6384513767,182.727055741795
1122.92084805818,182.921408177954
1122.92084805818,182.921408177954
1129.20168505818,188.598050177954
1069.64782789745,152.424077824084
1113.71000887968,184.260255561919
1147.76082517543,203.895073862661
1146.78321025794,202.623399023675
1153.58429333705,211.835953781256
1164.08906725862,217.790011917913
1168.19487896837,221.962240376634
1168.53624954957,227.410414992265
1170.77231558678,231.71716223643
1186.64159992171,248.433754572
1190.1506550802,182.115104922329
1195.15421351759,214.63984182157
1203.17779571947,261.74835508949
1218.63581510379,268.32532922839
1221.15911436252,273.075034860866
1219.14473707797,278.678871120252
1226.23939439109,277.940716159556
1230.97669571163,289.970399307427
1227.25306818206,297.611412082828
1236.1298122563,304.082298505716
1248.45422923514,311.681684834069
1256.91973688884,316.66981320491
1259.08487882629,323.238705491171
1265.44610670964,338.46232685347
1266.72087667138,339.455721142672
1269.65829854475,348.132739792035
1274.45120663209,357.039684405015
1279.13277215548,359.376809696875
1283.21855725438,368.673476739698
1289.67859516054,378.089181825698
1298.51633297554,383.578202647701
1293.54765523618,387.224381826951
1237.52955611701,356.406703689757
1276.56426572178,392.193286114494
1307.3153247986,408.952886684292
1306.27443512347,407.825820769669
1254.51234860196,382.746094447509
1292.78066485175,497.072747360026
1329.72006700027,485.599493180888
1330.50914218423,444.56788745085
1272.37910312949,413.399695907178
1301.9326690724,433.979514258898
1325.38523856124,398.874019616856
1336.06324019484,445.1339932901
1346.72048629611,477.757999658994
1352.1111698919,495.015819464141
1348.93484628236,496.758307976702
1349.27961060602,504.574032332683
1351.68380618271,518.935307750166
1357.65059198753,521.421630321197
1360.11842832397,530.042716713693
1369.46392404825,538.429376635959
1368.26015578102,539.746282984532
1372.93304995426,550.961336910501
1377.35878337265,567.086299324341
1383.90835456658,575.268845786059
1389.30531239345,583.937439320113
1387.51646847718,590.547030929013
1389.23955864399,596.791364605994
