"","X","Y","Z"
"1969-12-31 19:00:01",-3923.64965820312,5376.833984375,-98.7780456542969
"1969-12-31 19:00:02",-3941.25170898438,5286.873046875,-140.444717407227
"1969-12-31 19:00:03",-3958.85400390625,5196.912109375,-182.111389160156
"1969-12-31 19:00:04",-3959.2294921875,5194.99365234375,-183
"1",-3959.2294921875,5194.99365234375,-183
"2",-3972.02124023438,5144.8583984375,-181
"3",-3976.20068359375,5133.83203125,-181
"4",-3981.13745117188,5123.1484375,-181
"5",-3986.67651367188,5112.7373046875,-181
"6",-3992.68896484375,5102.57568359375,-181
"7",-3999.07958984375,5092.63720703125,-181
"8",-4005.75708007812,5082.88134765625,-181
"9",-4012.64697265625,5073.26806640625,-181
"10",-4019.69384765625,5063.76611328125,-181
"11",-4059.76979670969,5087.329849199,-181
"12",-4099.84574576314,5110.89358511675,-181
"13",-4111.08071527466,5134.45732103449,-181
"14",-4122.31568478619,5158.02105695224,-181
"15",-4133.55065429771,5158.02105695224,-181
"16",-4144.78562380924,5158.02105695224,-181
"17",-4001.87606116044,5158.02105695224,-181
"18",-3998.65140151111,5158.02105695224,-181
"19",-3998.65140151111,5158.02105695224,-181
"20",-3998.65140151111,5158.02105695224,-181
"21",-3998.65140151111,5158.02105695224,-181
"22",-3998.65140151111,5158.02105695224,-181
"23",-3998.65140151111,5158.02105695224,-181
"24",-3998.65140151111,5158.02105695224,-181
"25",-3998.65140151111,5158.02105695224,-181
"26",-3998.65140151111,5158.02105695224,-181
"27",-3998.65140151111,5158.02105695224,-181
"110",-4160.9169921875,4888.83935546875,-176.726119995117
"210",-4168.35107421875,4879.6328125,-175.727691650391
"310",-4175.7431640625,4870.392578125,-173.55534362793
"410",-4183.0869140625,4861.1142578125,-169.067337036133
"510",-4190.37841796875,4851.79443359375,-164.582366943359
"610",-4197.61376953125,4842.43115234375,-160.100784301758
"710",-4204.79052734375,4833.02294921875,-155.622894287109
"810",-4211.90625,4823.56884765625,-151.149002075195
"91",-4218.95947265625,4814.06787109375,-146.758071899414
"101",-4225.94873046875,4804.52001953125,-142.37141418457
"111",-4347.41156498232,4434.39782627536,-107.60006048813
"121",-4468.8743994959,4064.27563301948,-72.8287067916891
"131",-4472.71287017766,4064.41421400415,-38.0573530952486
"141",-4409.63791660603,4568.37134322918,-3.28599939880797
"151",-4420.83579069282,4566.3444341469,-31.880078803733
"161",-4776.35106951149,4528.45583387457,-37.6571536794125
