"X","Y","Z"
4855.8916015625,5601.388671875,-47.6270027160645
4879.38720703125,5512.7841796875,-89.2936706542969
4902.8828125,5424.1796875,-130.960342407227
4904.5966796875,5417.7158203125,-134
4918.091796875,5367.75634765625,-132
4921.28125,5356.361328125,-132
4924.53173828125,5344.98388671875,-132
4927.82861328125,5333.619140625,-132
4931.15966796875,5322.2646484375,-132
4934.5166015625,5310.91748046875,-132
4937.89306640625,5299.576171875,-132
4941.2841796875,5288.2392578125,-132
4944.68603515625,5276.9052734375,-132
4948.09619140625,5265.57373046875,-132
4951.5126953125,5254.244140625,-132
4954.93359375,5242.916015625,-132
4958.35791015625,5231.5888671875,-132
4961.78515625,5220.2626953125,-132
4965.21435546875,5208.93701171875,-132
4968.64501953125,5197.61181640625,-132
4972.0771484375,5186.287109375,-132
4975.51025390625,5174.962890625,-132
4978.94384765625,5163.638671875,-132
4982.3779296875,5152.314453125,-132
4985.8125,5140.99072265625,-132
4989.24755859375,5129.6669921875,-132
4992.6826171875,5118.34326171875,-132
4996.1171875,5107.01953125,-132
4999.5517578125,5095.69580078125,-132
5002.98681640625,5084.3720703125,-132
5006.421875,5073.04833984375,-132
5009.8564453125,5061.724609375,-132
5013.291015625,5050.40087890625,-132
5016.72607421875,5039.0771484375,-132
5020.16064453125,5027.75341796875,-132
5023.595703125,5016.4296875,-132
5027.03076171875,5005.10595703125,-132
5030.4658203125,4993.7822265625,-130.796569824219
5033.90087890625,4982.45849609375,-128.604873657227
5037.33544921875,4971.134765625,-125.77515411377
5040.77001953125,4959.81103515625,-122.55736541748
5044.20458984375,4948.4873046875,-119.648254394531
5047.64013671875,4937.16357421875,-116.763664245605
5051.07568359375,4925.83984375,-113.900344848633
5054.51123046875,4914.51611328125,-111.037017822266
5057.94677734375,4903.1923828125,-108.173690795898
5061.38232421875,4891.86865234375,-104.773895263672
5064.81689453125,4880.544921875,-101.135864257812
5068.251953125,4869.22119140625,-97.4979019165039
5071.6865234375,4857.8974609375,-93.8598709106445
5075.12158203125,4846.57373046875,-90.2219085693359
5078.55615234375,4835.25,-86.5838775634766
5081.9912109375,4823.92626953125,-82.945915222168
5085.42578125,4812.6025390625,-84.1748504638672
5088.86083984375,4801.27880859375,-80.5317153930664
5092.29541015625,4789.955078125,-76.8885192871094
5095.73046875,4778.63134765625,-73.2453842163086
5099.1650390625,4767.3076171875,-69.6021881103516
5102.60009765625,4755.98388671875,-65.9590530395508
5106.56640625,4742.91015625,-61.7529563903809
5110.53271484375,4729.83642578125,-57.5468597412109
5114.57177734375,4716.52294921875,-53.4561920166016
5118.61083984375,4703.20947265625,-49.7868919372559
5122.28662109375,4691.09375,-46.832160949707
5125.96240234375,4678.97802734375,-44.2723655700684
5128.83837890625,4669.49755859375,-42.5732002258301
5131.71435546875,4660.01708984375,-41.1743049621582
5133.3544921875,4654.6103515625,-30.7258319854736
5134.99462890625,4649.20361328125,-29.0745334625244
5135.70654296875,4646.857421875,-28.3579387664795
5136.41845703125,4644.51123046875,-27.6413421630859
5136.84765625,4643.0966796875,-27.2093696594238
5137.27685546875,4641.68212890625,-26.7773952484131
5137.49462890625,4640.9638671875,-26.5580158233643
5137.71240234375,4640.24560546875,-26.3386383056641
5138.06494140625,4638.96337890625,-25.9440803527832
5138.3837890625,4637.67236328125,-25.5439033508301
5139.18212890625,4634.0361328125,-24.4086170196533
5139.88525390625,4630.3798828125,-23.2591361999512
5140.81787109375,4624.73974609375,-21.473503112793
5141.60302734375,4619.0771484375,-19.6684951782227
5142.41748046875,4611.81201171875,-17.3370761871338
5143.13427734375,4604.53662109375,-14.9943332672119
5143.9677734375,4596.07275390625,-11.8421907424927
5144.80126953125,4587.60888671875,-8.19687938690186
5145.71240234375,4578.35400390625,-4.63402938842773
5146.6240234375,4569.09912109375,-1.63417029380798
5147.57373046875,4559.45166015625,1.49303889274597
5148.52392578125,4549.80419921875,4.62021684646606
5149.47314453125,4540.16064453125,7.63412952423096
5150.63232421875,4528.38427734375,11.3147106170654
5151.79248046875,4516.60791015625,14.9952573776245
5152.9521484375,4504.83154296875,18.6758346557617
5154.1123046875,4493.05517578125,22.3563804626465
5155.27197265625,4481.27880859375,26.2136001586914
5156.43212890625,4469.50244140625,30.0707893371582
5157.59228515625,4457.72607421875,33.927978515625
