"X","Y","Z"
-3956.00708007812,5386.75,-100.144012451172
-3973.60913085938,5296.7890625,-141.810684204102
-3991.009765625,5207.85888671875,-183
-4000.9111328125,5157.06494140625,-181
-4003.173828125,5145.4501953125,-181
-4005.46215820312,5133.84033203125,-181
-4007.79541015625,5122.2392578125,-181
-4010.18774414062,5110.650390625,-181
-4012.64990234375,5099.07666015625,-181
-4015.18994140625,5087.51953125,-181
-4017.81396484375,5075.9814453125,-181
-4020.5263671875,5064.4638671875,-181
-4023.3408203125,5052.97119140625,-181
-4026.27197265625,5041.5078125,-181
-4029.330078125,5030.078125,-181
-4032.52294921875,5018.685546875,-181
-4035.8564453125,5007.3330078125,-181
-4039.33447265625,4996.0244140625,-181
-4042.96020507812,4984.76220703125,-181
-4046.7353515625,4973.54931640625,-181
-4050.66137695312,4962.38818359375,-181
-4054.73876953125,4951.28173828125,-181
-4058.96826171875,4940.232421875,-181
-4063.349609375,4929.2421875,-181
-4067.8828125,4918.31396484375,-181
-4072.5673828125,4907.44970703125,-181
-4077.40258789062,4896.65185546875,-181
-4082.38793945312,4885.92236328125,-181
-4087.51513671875,4875.259765625,-180.648529052734
-4092.75537109375,4864.65185546875,-179.61686706543
-4098.0908203125,4854.0908203125,-178.581756591797
-4103.51171875,4843.5732421875,-177.543640136719
-4109.0107421875,4833.09619140625,-176.502807617188
-4114.58251953125,4822.6572265625,-175.459503173828
-4120.22314453125,4812.25537109375,-172.848693847656
-4125.92919921875,4801.88916015625,-168.509201049805
-4131.6982421875,4791.55810546875,-164.162109375
-4137.52880859375,4781.26123046875,-159.727676391602
-4143.4189453125,4770.99853515625,-155.286560058594
-4149.36767578125,4760.76953125,-150.839004516602
-4155.37451171875,4750.57470703125,-146.78857421875
-4161.4384765625,4740.41357421875,-142.394302368164
-4167.55908203125,4730.28662109375,-137.993911743164
-4173.73583984375,4720.193359375,-133.609771728516
-4179.96826171875,4710.134765625,-129.219909667969
-4186.255859375,4700.1103515625,-124.824478149414
-4192.59814453125,4690.12060546875,-120.483253479004
-4198.99609375,4680.16650390625,-116.137069702148
-4205.44970703125,4670.24853515625,-111.72437286377
-4211.95947265625,4660.3671875,-113.680488586426
-4218.525390625,4650.52294921875,-109.298797607422
-4225.1474609375,4640.71630859375,-104.912178039551
-4231.82568359375,4630.94775390625,-100.520751953125
-4238.57861328125,4621.23095703125,-96.1231994628906
-4245.42626953125,4611.58154296875,-91.7182235717773
-4252.38427734375,4602.01171875,-87.3050994873047
-4259.462890625,4592.53125,-82.8836059570312
-4266.669921875,4583.1484375,-78.4539031982422
-4274.01025390625,4573.86962890625,-74.0164260864258
-4281.4873046875,4564.70068359375,-69.5718383789062
-4289.1025390625,4555.64697265625,-65.1209487915039
-4296.85693359375,4546.71240234375,-60.664680480957
-4304.7509765625,4537.900390625,-56.204044342041
-4312.76318359375,4529.1953125,-51.7403259277344
-4320.865234375,4520.57275390625,-47.2745933532715
-4329.0341796875,4512.0126953125,-42.8076858520508
-4337.2529296875,4503.5,-38.3401184082031
-4345.75634765625,4495.337890625,-33.3899879455566
-4354.98388671875,4488.08984375,-28.9907684326172
-4364.21533203125,4480.837890625,-24.5894775390625
-4373.45166015625,4473.58203125,-20.1858787536621
-4382.69287109375,4466.32177734375,-15.7797241210938
-4391.939453125,4459.0576171875,-11.3711624145508
-4401.19140625,4451.7890625,-6.95998764038086
-4410.4482421875,4444.515625,-2.54617691040039
-4419.7109375,4437.23876953125,1.87008666992188
-4428.97802734375,4429.95751953125,6.28869247436523
-4438.25,4422.6728515625,10.7095527648926
-4447.5263671875,4415.38427734375,15.1326179504395
-4456.80712890625,4408.0927734375,19.5576553344727
-4465.61279296875,4400.1884765625,23.5193939208984
-4474.4658203125,4392.33740234375,27.979642868042
-4483.36669921875,4384.54052734375,32.4381828308105
-4492.31494140625,4376.7978515625,36.8948440551758
-4501.31005859375,4369.10986328125,41.3494644165039
-4510.34326171875,4361.466796875,45.8023300170898
-4519.4052734375,4353.857421875,50.2538299560547
-4528.48876953125,4346.2734375,54.7042541503906
-4537.587890625,4338.70849609375,59.1538429260254
-4546.69921875,4331.15771484375,63.602783203125
-4555.8193359375,4323.6181640625,68.0512313842773
-4564.9462890625,4316.08642578125,72.4993057250977
-4574.078125,4308.56103515625,76.9470977783203
-4583.2138671875,4301.0400390625,81.3946762084961
-4592.3525390625,4293.5224609375,85.8420867919922
-4601.49365234375,4286.0078125,90.2893676757812
-4610.63623046875,4278.4951171875,94.7365570068359
-4619.7802734375,4270.98388671875,99.1836700439453
-4628.92041015625,4263.46826171875,103.631004333496
-4638.05126953125,4255.94140625,108.078857421875
-4647.1689453125,4248.3984375,112.527458190918
-4656.27001953125,4240.83544921875,116.976951599121
-4665.3525390625,4233.25,121.427444458008
-4674.4140625,4225.64013671875,125.878997802734
-4683.45361328125,4218.00439453125,130.331634521484
-4692.47021484375,4210.34130859375,134.785385131836
-4701.46337890625,4202.650390625,139.240234375
-4710.431640625,4194.9306640625,143.696151733398
-4719.36572265625,4187.171875,148.153472900391
-4728.2548828125,4179.36181640625,152.61247253418
-4737.0908203125,4171.49169921875,157.073257446289
-4745.8671875,4163.55517578125,161.53581237793
-4754.57861328125,4155.5478515625,166
-4763.2216796875,4147.46630859375,170.465606689453
-4771.79248046875,4139.30859375,174.932342529297
-4780.28857421875,4131.0732421875,179.399871826172
-4788.7080078125,4122.75927734375,190.490081787109
-4797.04833984375,4114.36669921875,194.926422119141
-4805.30859375,4105.89501953125,199
-4813.4873046875,4097.34423828125,201.597717285156
-4821.5830078125,4088.71484375,204.669631958008
-4829.59423828125,4080.00732421875,207.740447998047
-4837.5205078125,4071.22241210938,210.809875488281
-4845.36083984375,4062.36059570312,213.87760925293
-4853.1220703125,4053.42919921875,216.943588256836
-4860.81103515625,4044.43530273438,217
-4868.43212890625,4035.38403320312,217
-4875.9892578125,4026.27880859375,217
-4883.48486328125,4017.12280273438,217
-4890.92041015625,4007.91796875,217
-4898.29736328125,3998.66625976562,217
-4905.6171875,3989.36889648438,217
-4912.8798828125,3980.02709960938,217
-4920.08642578125,3970.6416015625,217.138488769531
-4927.23681640625,3961.21337890625,217.138488769531
-4934.32421875,3951.73779296875,217.138488769531
-4941.3408203125,3942.20971679688,217.272583007812
-4948.2802734375,3932.62573242188,217.272583007812
-4955.13818359375,3922.98315429688,217.272583007812
-4961.91064453125,3913.28051757812,217.409057617188
-4968.5947265625,3903.51684570312,217.409057617188
-4975.18798828125,3893.69189453125,217.409057617188
-4981.68896484375,3883.80541992188,217.548095703125
-4988.095703125,3873.85766601562,217.548095703125
-4994.40673828125,3863.84887695312,217.548095703125
-5000.62060546875,3853.77978515625,217.030258178711
