"","X","Y","Z"
"1969-12-31 19:00:01",-3923.64965820312,5376.833984375,-98.7780456542969
"1969-12-31 19:00:02",-3941.25170898438,5286.873046875,-140.444717407227
"1969-12-31 19:00:03",-3958.85400390625,5196.912109375,-182.111389160156
"1969-12-31 19:00:04",-3959.2294921875,5194.99365234375,-183
"1",-3959.2294921875,5194.99365234375,-183
"2",-3972.02124023438,5144.8583984375,-181
"3",-3976.20068359375,5133.83203125,-181
"4",-3981.13745117188,5123.1484375,-181
"5",-3986.67651367188,5112.7373046875,-181
"6",-4014.24718877862,5167.48114715472,-181.067173798867
"7",-4041.81786388536,5199.41001181929,-181.134347597733
"8",-4069.3885389921,5209.70118801107,-181.2015213966
"9",-4055.45243882803,4992.29018698821,-181.268695195466
"10",-3930.08615618646,4976.21261724356,-181.335868994333
"11",-3932.11804429941,5007.26577319159,-181.4030427932
"12",-3951.08186222899,5043.79319281131,-181.470216592066
"13",-4041.50582293382,4980.12227301334,-180.676953139761
"14",-4052.36731891616,5012.0385165463,-180.980114973922
"15",-3903.97265435635,5102.92139774694,-181.283276808083
"16",-3999.39828787518,5020.70214707247,-183.194852294692
"17",-4094.82392139401,4938.482896398,-182.823764805478
"18",-4190.24955491284,4856.26364572353,-182.452677316263
"19",-4170.79468781959,4854.93181297232,-182.081589827049
"20",-4151.33982072634,4853.5999802211,-181.710502337834
"21",-4131.88495363308,4871.85599333896,-181.33941484862
"22",-4112.43008653983,4890.11200645682,-180.968327359405
"23",-4092.97521944658,4908.36801957467,-180.597239870191
"24",-4073.52035235333,4926.62403269253,-181.34560975636
"25",-4054.06548526008,4944.88004581038,-182.09397964253
"26",-4049.26118888574,4963.71103278652,-182.8423495287
"27",-3983.36002713949,5009.67064329548,-182.8423495287
"110",-4160.9169921875,4888.83935546875,-176.726119995117
"210",-4168.35107421875,4879.6328125,-175.727691650391
"310",-4175.7431640625,4870.392578125,-173.55534362793
"410",-4183.0869140625,4861.1142578125,-169.067337036133
"510",-4190.37841796875,4851.79443359375,-164.582366943359
"610",-4243.78592140824,4836.66236409378,-136.306722616141
"710",-4242.14764414,4831.24751105381,-108.031078288923
"810",-4178.39203110159,4900.14906406611,-79.7554339617052
"91",-4182.63115770124,4885.55438181855,-109.49451683948
"101",-4188.74026078987,4867.62222359727,-128.287917956362
"111",-4194.45366749316,4851.80920000817,-138.790266370702
"121",-4184.83597012508,4849.89754175163,-145.003876505321
