"","X","Y","Z"
"1969-12-31 19:00:01",-3923.64965820312,5376.833984375,-98.7780456542969
"1969-12-31 19:00:02",-3941.25170898438,5286.873046875,-140.444717407227
"1969-12-31 19:00:03",-3958.85400390625,5196.912109375,-182.111389160156
"1969-12-31 19:00:04",-3959.2294921875,5194.99365234375,-183
"1",-3959.2294921875,5194.99365234375,-183
"2",-3972.02124023438,5144.8583984375,-181
"3",-3976.20068359375,5133.83203125,-181
"4",-3981.13745117188,5123.1484375,-181
"5",-3986.67651367188,5112.7373046875,-181
"6",-4020.26514036812,5150.69135579133,-180.567835471386
"7",-4053.85376706437,5144.52844136572,-183.579968683985
"8",-4087.44239376062,4988.80046475047,-183.19829554023
"9",-4073.17936039992,4833.07248813523,-182.583355378402
"10",-4084.92749554979,4842.09474637318,-182.967827982688
"11",-4096.67563069965,4851.11700461113,-183.352300586974
"12",-4108.42376584952,4860.13926284908,-183.05582283477
"13",-4120.17190099939,4869.16152108703,-182.759345082567
"14",-4131.92003614926,4878.18377932498,-182.462867330363
"15",-4131.92003614926,4878.18377932498,-182.16638957816
"16",-4131.92003614926,4878.18377932498,-181.869911825957
"17",-4131.92003614926,4878.18377932498,-181.573434073753
"18",-4131.92003614926,4878.18377932498,-181.27695632155
"19",-4131.92003614926,4878.18377932498,-181.139838866335
"20",-4131.92003614926,4878.18377932498,-181.002721411121
"21",-4131.92003614926,4878.18377932498,-181.087314380823
"22",-4131.92003614926,4878.18377932498,-181.171907350525
"23",-4131.92003614926,4878.18377932498,-181.256500320228
"24",-4131.92003614926,4878.18377932498,-181.34109328993
"25",-4131.92003614926,4878.18377932498,-181.425686259632
"26",-4131.92003614926,4878.18377932498,-181.510279229334
"27",-4131.92003614926,4878.18377932498,-181.510279229334
"110",-4160.9169921875,4888.83935546875,-176.726119995117
"210",-4168.35107421875,4879.6328125,-175.727691650391
"310",-4175.7431640625,4870.392578125,-173.55534362793
"410",-4183.0869140625,4861.1142578125,-169.067337036133
"510",-4190.37841796875,4851.79443359375,-164.582366943359
"610",-4172.52330132817,4915.29806260113,-176.274498321753
"710",-4186.77214668293,4891.10068195481,-135.853641225005
"810",-4195.17481387598,4878.8268776694,-136.03748559174
"91",-4208.76324435586,4852.70120398532,-114.625401230622
"101",-4245.60640191156,4831.18788940019,-127.470124335436
"111",-4244.78382585902,4817.01372012659,-132.314771518441
"121",-4243.25945519457,4810.59458623911,-136.33826868181
