"","X","Y","Z"
"1969-12-31 19:00:01",-3923.64965820312,5376.833984375,-98.7780456542969
"1969-12-31 19:00:02",-3941.25170898438,5286.873046875,-140.444717407227
"1969-12-31 19:00:03",-3958.85400390625,5196.912109375,-182.111389160156
"1969-12-31 19:00:04",-3959.2294921875,5194.99365234375,-183
"1",-3959.2294921875,5194.99365234375,-183
"2",-3972.02124023438,5144.8583984375,-181
"3",-3976.20068359375,5133.83203125,-181
"4",-3981.13745117188,5123.1484375,-181
"5",-3986.67651367188,5112.7373046875,-181
"6",-3972.83679965616,5126.8853786726,-181.160512846526
"7",-3983.77797654763,5127.51523852106,-180.913066818243
"8",-3982.03108292593,5133.14596945718,-180.958181182594
"9",-3976.73886022896,5125.05044508413,-182.809858908345
"10",-3967.5413439639,5141.19312170456,-182.707769952685
"11",-3990.72074190378,4987.76915252896,-182.263890506855
"12",-3996.06874528659,5000.97868380768,-181.820011061025
"13",-4012.72457979042,5003.71992239092,-181.376131615194
"14",-4029.38041429426,5006.46116097417,-180.932252169364
"15",-4046.03624879809,5009.20239955742,-180.488372723533
"16",-4062.69208330192,5011.94363814066,-181.001476370619
"17",-4079.34791780575,5014.68487672391,-181.514580017704
"18",-4096.00375230958,5017.42611530716,-183.601099444729
"19",-4112.65958681341,5020.1673538904,-183.489835001989
"20",-4129.31542131725,5022.90859247365,-183.378570559249
"21",-4145.97125582108,5025.6498310569,-183.26730611651
"22",-4142.85029283624,4963.08938025082,-182.651644111625
"23",-4133.1704736302,4952.74726542863,-182.03598210674
"24",-4186.34112038523,4951.27598905373,-181.420320101856
"25",-4188.41455217874,4949.80471267884,-181.407065743515
"26",-4190.48798397224,4948.33343630394,-181.393811385174
"27",-4027.77758641028,4946.86215992904,-181.380557026833
"110",-4160.9169921875,4888.83935546875,-176.726119995117
"210",-4168.35107421875,4879.6328125,-175.727691650391
"310",-4175.7431640625,4870.392578125,-173.55534362793
"410",-4183.0869140625,4861.1142578125,-169.067337036133
"510",-4190.37841796875,4851.79443359375,-164.582366943359
"610",-4192.8899544471,4847.62616698667,-161.355404059029
"710",-4197.51496372308,4836.35913267077,-155.63013493548
"810",-4199.79180668912,4833.93972651766,-152.898396273055
"91",-4202.59355139149,4830.39126326707,-151.385347205429
"101",-4207.92118273969,4825.71312196727,-149.502713243591
"111",-4212.7169347664,4819.87835415162,-147.864255559377
"121",-4209.28348618669,4818.85487580621,-147.042693603825
