"x","y"
100,-300
94.825855,-302.127262
89.982883,-303.025756
86.181122,-302.992677
83.050025,-302.336345
80.348799,-301.088669
77.855921,-299.216928
75.717545,-296.957455
73.758947,-294.236617
71.982993,-290.703947
70.75421,-287.482179
69.712178,-284.064059
68.712874,-279.600574
67.789439,-274.115518
67.315563,-269.508744
67.062983,-263.820671
67.160829,-256.386908
67.542561,-249.571064
68.15223,-244.041939
69.049129,-237.791374
70.499183,-231.532605
72.963604,-223.749201
75.274545,-217.595384
78.154824,-211.168023
82.207929,-203.593924
86.747436,-196.54131
91.160963,-190.251244
95.879312,-184.041322
101.484881,-177.562363
107.061951,-172.102398
112.718345,-167.106552
119.925832,-161.478033
127.176036,-156.349616
134.278787,-151.628965
140.368648,-147.650212
147.034753,-143.377484
153.953926,-139.039807
159.961666,-135.32781
166.34677,-131.4261
172.460794,-127.721811
180.671871,-122.795356
187.331436,-118.827289
193.775168,-114.974789
201.331251,-110.393605
207.902469,-106.437542
214.320076,-102.742535
221.324737,-98.6841
228.52105,-94.371352
236.219831,-89.53744
243.006607,-85.209518
249.949125,-80.830519
256.277772,-76.897124
262.606535,-72.904
269.328602,-68.445014
275.740248,-64.061493
281.384036,-60.233363
287.616799,-56.124281
295.44538,-51.007935
301.3783,-47.095477
308.220348,-42.408312
314.831639,-37.699872
321.008322,-33.241883
326.731311,-29.192523
332.787267,-24.98692
341.112182,-19.165575
347.866202,-14.283793
354.59654,-9.207228
361.384433,-3.971852
367.5875,0.740542
373.32359,5.007634
379.086395,9.197485
385.774555,14.125742
391.58256,18.577368
398.035242,23.615326
404.316051,28.507016
411.124709,33.700636
417.47399,38.387142
423.925354,43.028514
430.109426,47.4603
435.956014,51.70255
443.131281,56.939471
450.305009,62.107582
456.608461,66.498823
462.880057,70.686881
469.916713,75.396871
476.12817,79.64902
481.885671,83.597935
488.369168,87.942624
495.703173,92.598263
502.834754,96.859923
509.890194,100.986644
517.101803,105.137115
524.257077,109.273093
531.152008,113.281052
537.947939,117.139388
544.721894,120.800425
552.554992,124.790464
560.557005,128.658656
