"","x","y"
"1",520,490
"2",518.978563,489.901032
"3",519.659747048661,489.703515692969
"4",519.245314668354,489.140590836252
"5",519.623767135709,489.176175573911
"6",519.029453187639,489.012876014578
"7",519.476620583103,489.137594766201
"8",520.703102527513,489.116459856093
"9",521.39163195698,489.432018341381
"10",522.860035949155,490.885257854755
"11",523.376151099574,492.448243613578
"12",523.396419272822,493.013678823927
"13",523.825892674327,493.259178229196
"14",525.042684079145,494.018492252983
"15",526.303145853655,495.361953702936
"16",527.318283126105,497.114341010158
"17",530.631368266375,500.839623883678
"18",530.767132967756,503.988314189865
"19",529.443262647681,508.461021726493
"20",528.84100253453,513.433792149992
"21",525.630157539609,519.498191303866
"22",523.176917311687,525.566206081146
"23",518.49360768992,531.080325643223
"24",511.956741602644,535.818411495051
"25",504.837060495527,540.906105861861
"26",496.213061827326,544.139386532272
"27",483.41578562674,545.081011998739
"28",472.169778188153,545.889482919245
"29",461.972490119759,546.632875550867
"30",448.336138219427,546.678775970504
"31",435.957178343652,545.684025337842
"32",422.838569382631,543.812721060319
"33",410.43234394288,541.891204206423
"34",396.256950808637,539.606833974884
"35",387.494569601081,537.943550911114
"36",378.2998773023,535.674853229553
"37",370.482598770002,533.687728519831
"38",364.60686751319,531.648733967061
"39",356.566412244341,528.869753665885
"40",347.53529569577,525.2325487603
"41",338.144332698323,521.142863161927
"42",328.920091352907,516.273074109675
"43",317.988471361139,510.684615537081
"44",305.629503679785,503.949167254848
"45",293.258929629118,495.903556670915
"46",280.938620623499,488.840506428625
"47",269.900481671325,482.625104506721
"48",259.708290675844,477.018686873457
"49",251.250532274222,471.914924672252
"50",242.39838421772,466.712389351847
"51",233.501670840391,461.657115891493
"52",225.121620131884,457.027936157568
"53",220.105321199898,453.654253259697
"54",208.122376014298,449.29223268672
"55",201.419348726703,445.761436182583
"56",195.628723947965,442.164339788577
"57",188.647285347168,439.020716789032
"58",182.80311530877,435.713029592918
"59",177.065624787168,432.929202749924
"60",172.341152368679,430.478353850612
"61",159.454412646152,427.250106136878
"62",153.538897520916,424.941319082688
"63",146.92222673389,422.883233581064
"64",139.180453233389,420.741434242914
"65",131.598230159729,418.63107480345
"66",123.333778033873,416.571707039336
"67",116.803130873168,416.070031685494
"68",107.467346631548,414.290175660182
"69",99.927314560393,412.905084013942
"70",90.8689383402489,411.463977173654
"71",78.6794932363431,409.602580671097
"72",66.6273705913149,407.76784503934
"73",60.229883674463,407.6676993398
"74",54.0755355589171,407.967805718973
"75",47.5514759910935,408.348637533308
"76",41.3373575347044,408.966388645423
"77",34.3348231360589,409.638797961704
"78",25.4046998939776,409.111482763896
"79",20.1781523022351,410.246357027137
"80",13.0133343270156,411.739756188662
"81",5.94058016806582,412.591917460446
"82",-1.48502041120069,413.191219243064
"83",-9.63716528006177,413.227647811857
"84",-16.2676735106614,414.030648159393
"85",-21.5763983939218,416.103630517776
"86",-28.5222929773604,417.668767663746
"87",-34.3271122803833,418.691253590066
"88",-42.3679367797683,419.117104322776
"89",-50.3917958091485,419.621092228158
"90",-58.2847101305495,419.933023048579
"91",-63.9458039904777,421.205018938459
"92",-71.8195595216147,422.563530001672
"93",-79.4978645605205,423.025385910087
"94",-89.2779355536716,423.42111240609
"95",-97.1925414203602,423.665151090804
"96",-103.432219742156,424.566308200447
"97",-110.616389881528,425.313515160551
"98",-117.774772351871,425.670633956896
"99",-123.18878753688,426.713851502565
"100",-130.489609228556,426.586540279524
"101",-138.234695127966,426.052695663761
"102",-145.383256862294,425.691878649285
"103",-150.849348264601,426.150077464571
"104",-155.559717364149,426.110893866403
"105",-158.084363757695,426.112520905313
"106",-158.084363757695,426.112520905313
"107",-161.673241757695,425.621299905313
