"","x","y"
"1",520,490
"2",518.978563,489.901032
"3",518.333742077521,489.561777551614
"4",518.042841971173,489.481477771895
"5",518.732864012914,489.774502104013
"6",519.647076716555,490.76178398009
"7",517.968000408185,490.557093486491
"8",519.275476265863,490.217804634009
"9",519.910716775687,489.964995583208
"10",518.843367481365,489.724746416473
"11",521.457294990454,491.163355903457
"12",522.803948655251,491.460372314971
"13",522.435854496462,491.900663690323
"14",522.987387808206,492.350824139926
"15",523.789624317097,493.670680849053
"16",524.996961390297,495.599180077672
"17",527.110875471234,498.743365868676
"18",529.370758886419,502.274920051048
"19",530.471605929185,506.815484201594
"20",527.343363220904,512.243726402237
"21",526.775904724706,518.274910421534
"22",523.393861024312,524.464767710002
"23",518.128688149258,530.326837772443
"24",507.244336072158,534.717144984328
"25",500.322871195892,538.843556074263
"26",492.873483463162,542.593029907169
"27",482.595756145639,544.941401149176
"28",471.824714534634,546.699488401432
"29",457.050045800136,546.92485208717
"30",444.340023632578,546.715448948326
"31",430.751656640043,545.656611790582
"32",418.957727282128,544.287015042108
"33",408.306468458739,542.759740293745
"34",399.501299724865,540.807557871325
"35",390.582875968075,539.049270898725
"36",380.368653135763,535.61255411697
"37",372.49765973212,534.01585974336
"38",365.039760460076,531.744763091481
"39",355.548417008394,528.913816519795
"40",346.673877657315,525.193993788536
"41",338.243071201368,522.14209646234
"42",325.556407494503,516.996480179361
"43",313.707535699859,510.636974510226
"44",302.218472772894,502.311263187123
"45",290.956918593893,495.526716702692
"46",280.898816859687,488.909524686502
"47",267.526794004207,482.465889626505
"48",258.076242920181,476.556484346759
"49",249.77489426057,471.363518617049
"50",240.840694579099,466.270132532519
"51",233.620701151804,461.526614069936
"52",225.484310044784,457.224941204905
"53",219.221856693473,453.545217896083
"54",212.224070294111,449.229732405479
"55",205.019987128681,445.350582486069
"56",198.049056358367,442.19780214025
"57",191.200498095287,439.226847656728
"58",185.641848186635,436.269984229004
"59",179.141563346614,433.47171906767
"60",170.682094535177,430.659972588307
"61",162.870309471007,427.751966208977
"62",157.02296712757,425.214179768431
"63",148.590490049819,422.884100767532
"64",140.525749147645,420.751934242211
"65",132.451344848782,418.506905138004
"66",123.801418475115,416.651763966909
"67",114.643254734733,414.912796605357
"68",105.606025145604,413.275880739204
"69",95.0672721689889,409.857673521377
"70",87.340015137616,408.535851041854
"71",79.7935300801545,407.997826362336
"72",73.6680130923319,408.276522489932
"73",66.0961975701851,408.745719621525
"74",57.842445977947,406.607157761257
"75",51.2149065764042,407.17273882848
"76",43.389259233516,407.856486323514
"77",35.7089949540546,409.041037613465
"78",27.1244506612781,409.139738941209
"79",19.2596799385511,409.917797739182
"80",12.0379488140626,410.999411823503
"81",2.77194792268535,409.889339715258
"82",-8.76583742254898,409.341579622601
"83",-15.0390932031396,410.123859623148
"84",-20.2597040862991,411.882066277164
"85",-26.7869286361926,413.490029770631
"86",-31.7706703858369,415.023409198546
"87",-38.8078058055266,415.321221078567
"88",-50.04854437097,415.50888704762
"89",-55.283241554798,416.822278411289
"90",-60.043404306445,418.994343489343
"91",-65.6705526314173,420.548984232262
"92",-75.057142686549,421.291071556816
"93",-82.1720430602185,420.41353352653
"94",-89.4012591548253,421.195350151614
"95",-97.7983705123392,422.188608791092
"96",-104.505111954649,423.391093526467
"97",-110.271394852762,424.189073312839
"98",-119.696923147931,424.587192371979
"99",-126.158812004102,425.20221602949
"100",-131.829995109847,425.616486138624
"101",-138.696745659804,426.010181873537
"102",-145.363887478685,426.054276235779
"103",-151.074862579865,425.82907679669
"104",-155.541565710658,425.2232525213
"105",-158.555790183081,426.225328223278
"106",-158.555790183081,426.225328223278
"107",-162.144668183081,425.734107223278
"108",-165.881363493544,424.282797654279
