"x","y"
520,490
518.978563,489.901032
518.187355,489.908898
517.781362,489.308289
518.303153,489.230968
518.717735,489.111101
519.269714,489.134164
519.916181,489.164166
520.653066,489.373921
521.439201,489.774422
522.374291,490.424329
523.433259,491.278584
524.603275,492.205436
525.842253,493.346521
527.120172,494.66029
528.086238,496.056915
529.995698,499.919009
531.424759,505.047699
531.928507,511.146335
530.784267,518.291317
527.532978,525.003419
522.922418,531.14495
516.446913,537.272498
508.95099,542.507835
499.259769,546.673636
487.850696,549.242817
476.223858,549.681657
463.62629,549.569196
450.379232,548.408422
435.833433,547.295714
419.382418,545.660941
406.016783,542.989374
399.613549,541.610195
385.733432,538.536649
378.498482,536.679201
371.447808,534.686125
364.28223,532.488648
358.052488,530.383294
351.244556,527.828997
342.303282,524.131112
330.016533,518.119283
317.925323,511.299233
305.974443,503.792313
294.430823,496.75411
281.987855,489.884371
270.000588,483.162118
257.823626,476.284042
246.340968,469.425607
240.425626,465.725787
234.752437,462.173434
228.793184,458.58869
216.831145,452.209525
210.174428,448.62017
203.755251,445.243669
197.223771,441.878109
190.839906,438.73495
184.142666,435.664268
178.024938,433.06769
170.849921,430.27641
164.136656,427.83271
156.636045,425.299739
149.025938,422.954991
140.143326,420.558018
131.947178,418.529259
124.632298,416.835834
117.383236,415.264362
110.521793,413.877497
96.795122,411.49827
88.572245,410.302258
81.034818,409.417142
73.431712,408.66436
65.633785,408.19072
58.361821,408.134528
51.22921,408.38647
43.503623,408.986081
36.020942,409.744308
28.048782,410.484639
19.958074,411.205968
12.326887,411.922568
5.038423,412.629214
-1.908262,413.422216
-8.976677,414.331169
-15.506072,415.193421
-22.108556,415.907996
-28.741556,416.594177
-36.167851,417.33988
-43.618387,418.114549
-50.688014,418.927197
-58.299202,419.860846
-65.823383,420.674998
-73.316604,421.301682
-80.196879,421.89791
-87.446644,422.543122
-94.367255,423.287591
-101.986161,424.207499
-110.110277,425.084745
-117.081632,425.710901
-124.05763,426.2606
-131.72692,426.616395
-138.507439,426.708271
-145.448423,426.555812
-152.375354,426.270122
-159.365315,425.954543
-164.878814,425.746317
-169.661279,425.526722
-172.84262,425.339215
-176.149487,424.93075
-179.738365,424.439529
-183.406318,423.585418
-186.752489,422.522645
-190.363343,420.850373
-193.565179,419.01004
-198.958842,415.485361
-203.546162,412.500483
-207.690363,410.071857
-212.027337,407.539985
-217.020415,404.658129
-222.216996,401.741768
-227.402306,398.927464
-232.884147,396.06228
-238.744008,393.077472
-245.198817,389.858745
-251.877343,386.629202
-258.364879,383.543935
-264.493879,380.678004
-271.397914,377.588494
-278.04909,374.724827
-283.943943,372.039391
-289.956919,369.227467
-296.629055,366.049312
-304.017877,362.63988
-310.590913,359.653993
-317.634206,356.528816
-324.029571,353.448601
-330.010228,350.460746
-335.708539,347.635572
-341.694005,344.61236
-347.870359,341.494839
-354.510353,338.092339
-361.188462,334.629296
-367.586607,331.257541
-373.861928,327.864646
-380.634779,324.057432
-387.877094,319.828692
-393.984293,316.201784
-400.149546,312.512671
-407.428575,307.89593
-413.511671,303.677657
-420.034868,298.952405
-425.851473,294.600585
-431.427568,290.262614
-437.463578,285.405051
-443.07807,280.651136
-448.255266,276.051676
-453.237805,271.470473
-458.717764,266.308004
-475.218343,249.936091
-485.021595,239.83627
-489.816214,234.625466
-494.62062,229.175837
-499.749615,223.028782
-504.539644,216.912192
-509.143804,210.807574
-513.345979,205.022943
-517.468838,199.251796
-521.481003,193.556017
-525.260798,187.825108
-528.714708,182.052615
-532.12408,175.676068
-535.599834,168.511452
-538.718815,161.498889
-541.629961,154.549376
-544.243777,148.275331
-546.882433,141.963086
-549.011154,136.829874
-550.738871,131.907502
-552.076175,127.9192
-553.514292,122.783308
-554.630665,118.964129
-555.30943,116.412022
-555.741853,114.687675
-555.891061,112.995588
-555.945513,111.970009
-556.16671,111.070065
-556.38903,109.81652
-556.6086,108.458147
-556.808956,106.766845
-556.788599,104.89951
-556.623656,102.736798
-556.271601,100.414925
-555.641167,97.296175
-554.816782,94.282659
-553.740459,91.384912
-552.12684,87.84753
-550.160909,83.982627
-548.010109,80.330426
-545.457077,76.47368
-542.511967,72.519393
-539.228286,68.769447
-535.736199,65.300706
-531.477863,61.560966
-527.195177,58.286595
-522.385439,55.025768
-517.076995,51.872964
-511.267052,49.180016
-505.03557,46.435062
-498.618256,43.355282
-492.245571,40.281505
-486.216098,37.289323
-479.619077,34.156542
-472.012381,30.8793
-464.256775,27.680667
-457.296866,24.975243
-450.379741,22.227054
-443.822424,19.313495
