"","X","Y","Z"
"1",-4008.72143554688,5400.826171875,-102.016143798828
"2",-4026.32348632812,5310.865234375,-143.682815551758
"3",-4042.93310546875,5225.97705078125,-183
"4",-4054.12036132812,5175.45263671875,-181
"5",-4057.24560546875,5164.0478515625,-181
"6",-4060.72119140625,5152.74951171875,-181
"7",-4064.47973632812,5141.537109375,-181
"8",-4068.47021484375,5130.40283203125,-181
"9",-4072.65478515625,5119.337890625,-181
"10",-4077.0048828125,5108.3359375,-181
"11",-4067.06943541101,5179.89920558887,-181
"12",-4059.32127557702,5124.74120788476,-181
"13",-4074.07831084034,5046.49472857758,-181
"14",-4091.86308155534,4987.92649149683,-181
"15",-4043.43012306429,5052.078292407,-181
"16",-4105.70021159021,4929.55149098962,-181
"17",-4062.22407852031,5022.88570532939,-181
"18",-4012.58200712415,5123.15799428777,-181
"19",-4031.56524054354,5128.7883415022,-181
"20",-3994.48238378319,5212.93179722973,-181
"21",-4056.28936404955,5085.2896160401,-181
"22",-4045.20873904323,5105.2238350493,-181
"23",-4004.81666400222,5179.00370802382,-181
"24",-4058.23091246196,5046.15849629382,-181
"25",-4019.19375099528,5108.76398257294,-181
"26",-4041.62435227564,5091.85104746476,-181
"27",-4097.34771048198,5001.85549918153,-181
"28",-4180.27734375,4908.99658203125,-176.698760986328
"29",-4186.7099609375,4899.0654296875,-175.716949462891
"30",-4193.23974609375,4889.1982421875,-173.908798217773
"31",-4199.8662109375,4879.3955078125,-169.472961425781
"32",-4206.58837890625,4869.658203125,-165.028900146484
"33",-4213.40625,4859.98779296875,-160.577056884766
"34",-4220.31884765625,4850.384765625,-156.117858886719
"35",-4227.3251953125,4840.85009765625,-151.651733398438
"36",-4234.4248046875,4831.384765625,-147.257995605469
"37",-4241.6083984375,4821.98291015625,-142.85905456543
"38",-4213.84981434406,4834.41809384717,-146.134954001241
"39",-4218.52727414793,4829.77248758076,-143.816945243141
"40",-4219.87717948881,4841.58788977219,-152.072535265637
"41",-4300.1292282873,4770.36591932406,-118.767640214661
"42",-4337.19468892698,4751.00837113202,-94.9036065604907
"43",-4336.23351918812,4751.48229293168,-95.2748623065159
"44",-4316.85776721659,4781.91882243516,-107.36123410971
"45",-4315.90029827316,4783.41981825913,-110.62248553817
"46",-4313.11758316029,4780.01780343431,-109.995979405686
"47",-4293.86289719806,4808.96908489049,-123.061549161147
"48",-4296.19479799407,4808.85781567797,-127.723072160252
"49",-4296.28713572673,4800.624826811,-125.51500942765
"50",-4294.54332498642,4785.65066247399,-125.004685228787
"51",-4334.27926242152,4731.89964927619,-113.933852427798
"52",-4314.00030593251,4757.09277182824,-165.663644343771
"53",-4388.90781919625,4775.29925246774,-168.161521169321
"54",-4388.20135411679,4763.82223676823,-158.477559211058
"55",-4386.55349569246,4751.40851831838,-148.103210316874
"56",-4414.8125002497,4733.51717746717,-138.750519625773
"57",-4479.04455895788,4617.26072269799,-94.6215225048813
"58",-4450.87376864608,4643.6869074066,-95.0250695923489
"59",-4436.12678085384,4637.4010180963,-89.5266439831504
"60",-4429.81087155156,4634.51375277734,-80.5535386466186
"61",-4471.55139577072,4605.97046626153,-52.3949796034858
"62",-4598.31551504847,4365.27687512883,74.1273708666912
"63",-4624.73991380744,4343.68754620213,108.053843183868
"64",-4674.59931414969,4309.8562657076,136.081587470583
"65",-4650.59333405268,4346.13150444183,121.106196127613
"66",-4630.98277629845,4389.37506522658,95.9906540048076
"67",-4740.82398886449,4182.97033154942,207.934917179474
"68",-4715.9441461408,4238.3728066712,181.337381613937
"69",-4661.60939538831,4323.28141711449,93.1760564312379
"70",-4632.49906547996,4367.58934277281,70.6675054721006
"71",-4596.51616749559,4391.1561304238,62.7840589900951
"72",-4621.82313852106,4337.86648706757,82.0553292532458
"73",-4600.22852322008,4373.17696693888,68.5252974208818
"74",-4278.78754565976,4884.73134145,-150.847228637119
"75",-4261.9824744676,4904.48440153031,-166.238771559452
"76",-4275.6700963009,4871.22806104875,-153.059081731758
"77",-4294.7671602862,4829.18043664883,-135.788991997708
"78",-4319.79930487412,4783.09139398367,-114.900893476485
"79",-4373.27027545512,4734.77636448596,-87.9221220180215
"80",-4416.07285005503,4620.21070977968,-49.1867261373394
"81",-4490.56096468821,4494.64969470555,-5.06162467396296
"82",-4512.4301711775,4471.12416105191,9.68082805429757
"83",-4521.56915943618,4459.6854583857,14.4889362739036
"84",-4521.53115324783,4465.55558880126,15.1288428605351
"85",-4538.30030502475,4454.93328497152,23.6601909405857
"86",-4574.95491952114,4415.89785895157,55.7467699784984
"87",-4587.22389501729,4413.78387912616,60.7808928263474
