"X","Y","Z"
0.391453057527542,7386.87109375,-171.172973632812
0.391615182161331,7306.87109375,-212.839645385742
0.39177730679512,7226.87109375,-254.506317138672
0.391939431428909,7146.87109375,-296.172973632812
0.391977667808533,7128.00341796875,-306
-0.206183314323425,7082.09130859375,-304
-0.657115638256073,7070.2685546875,-304
-1.28460121154785,7058.455078125,-304
-2.04472351074219,7046.64794921875,-304
-2.90443253517151,7034.8466796875,-304
-3.84199905395508,7023.05126953125,-304
-4.8422532081604,7011.2607421875,-304
-5.89379787445068,6999.474609375,-304
-6.98807859420776,6987.6923828125,-304
-8.16810035705566,6975.91845703125,-304
-9.48409557342529,6964.15966796875,-304
-10.9736042022705,6952.4228515625,-304
-12.6645822525024,6940.71435546875,-304
-14.5777339935303,6929.04052734375,-304
-16.7282791137695,6917.4091796875,-304
-19.1272659301758,6905.82666015625,-304
-21.7711124420166,6894.2978515625,-304
-24.6384754180908,6882.82177734375,-304
-27.7079772949219,6871.3974609375,-304
-30.963399887085,6860.02392578125,-304
-34.3924713134766,6848.701171875,-304
-38.010856628418,6837.43798828125,-304
-41.8389587402344,6826.2451171875,-304
-45.8915786743164,6815.13232421875,-304
-50.179126739502,6804.1083984375,-304
-54.7086563110352,6793.18212890625,-304
-59.4846649169922,6782.36181640625,-304
-64.462646484375,6771.63134765625,-304
-69.5918350219727,6760.97021484375,-304
-74.8338394165039,6750.36279296875,-304
-80.1601409912109,6739.796875,-304
-85.5494918823242,6729.2626953125,-304
-90.9860458374023,6718.75244140625,-304
-96.4735717773438,6708.2685546875,-304
-102.020584106445,6697.81640625,-304
-107.633399963379,6687.3994140625,-304
-113.316665649414,6677.02099609375,-304
-119.073760986328,6666.68310546875,-304
-124.907119750977,6656.38818359375,-304
-130.818450927734,6646.1376953125,-304
-136.808929443359,6635.93359375,-304
-142.879333496094,6625.77685546875,-304
-149.030136108398,6615.66845703125,-304
-155.261566162109,6605.60986328125,-304
-161.573516845703,6595.6015625,-304
-167.951156616211,6585.634765625,-304
-174.378021240234,6575.69921875,-304
-180.841735839844,6565.78759765625,-304
-187.333053588867,6555.8935546875,-304
-193.845077514648,6546.01318359375,-304
-200.372619628906,6536.14306640625,-304
-206.911773681641,6526.28076171875,-304
-213.459671020508,6516.42431640625,-304
-220.014129638672,6506.572265625,-304
-226.573593139648,6496.72314453125,-304
-233.136856079102,6486.876953125,-304
-239.702819824219,6477.0322265625,-304
-246.270965576172,6467.18896484375,-304
-252.840637207031,6457.3466796875,-304
-259.411590576172,6447.50537109375,-304
-265.983489990234,6437.66455078125,-304
-273.821929931641,6429.1669921875,-304
-282.911407470703,6422.248046875,-304
-292.985443115234,6416.505859375,-304
-303.682342529297,6411.78369140625,-304
-314.770721435547,6407.890625,-304
-326.103393554688,6404.65087890625,-304
-337.589019775391,6401.916015625,-304
-349.171478271484,6399.56689453125,-304
-360.819854736328,6397.537109375,-304
-372.515655517578,6395.7841796875,-304
-384.247161865234,6394.2763671875,-304
-396.005981445312,6392.98876953125,-304
-407.785888671875,6391.9033203125,-304
-419.582122802734,6391.005859375,-304
-431.390869140625,6390.28564453125,-304
-443.208984375,6389.73486328125,-304
-454.667572021484,6387.7060546875,-304
-465.608489990234,6384.03662109375,-304
-476.183837890625,6379.11474609375,-304
-486.359558105469,6373.27001953125,-304
-496.16796875,6366.751953125,-304
-505.663116455078,6359.744140625,-304
-514.902465820312,6352.3798828125,-304
-523.9384765625,6344.75537109375,-304
-532.815673828125,6336.939453125,-304
-541.570190429688,6328.98291015625,-304
-550.230651855469,6320.921875,-304
-558.819519042969,6312.783203125,-304
-567.35400390625,6304.5869140625,-304
-575.847290039062,6296.34765625,-304
-584.309509277344,6288.076171875,-304
-592.748229980469,6279.78076171875,-304
-601.169250488281,6271.46728515625,-304
-609.576965332031,6263.14013671875,-302.828735351562
-617.974670410156,6254.80322265625,-300.482818603516
-626.364807128906,6246.45849609375,-298.138671875
-634.749267578125,6238.1083984375,-295.7958984375
-643.129455566406,6229.75390625,-296.915710449219
