"","X","Y","Z"
"1969-12-31 19:00:01",-3923.64965820312,5376.833984375,-98.7780456542969
"1969-12-31 19:00:02",-3941.25170898438,5286.873046875,-140.444717407227
"1969-12-31 19:00:03",-3958.85400390625,5196.912109375,-182.111389160156
"1969-12-31 19:00:04",-3959.2294921875,5194.99365234375,-183
"1",-3959.2294921875,5194.99365234375,-183
"2",-3972.02124023438,5144.8583984375,-181
"3",-3976.20068359375,5133.83203125,-181
"4",-3981.13745117188,5123.1484375,-181
"5",-3986.67651367188,5112.7373046875,-181
"6",-3992.68896484375,5102.57568359375,-181
"7",-3999.07958984375,5092.63720703125,-181
"8",-4005.75708007812,5082.88134765625,-181
"9",-4012.64697265625,5073.26806640625,-181
"10",-4019.69384765625,5063.76611328125,-181
"11",-4118.41140028813,4911.34334723457,-180.691813081716
"12",-4143.90279401846,4907.98894546939,-180.987302682084
"13",-4138.52551990154,4904.63454370421,-180.902836392673
"14",-4133.14824578463,4901.28014193903,-180.818370103263
"15",-4144.69345818633,4890.20961571112,-180.733903813852
"16",-4143.3780898867,4899.44403938251,-183.693809001096
"17",-4142.06272158707,4908.67846305389,-183.442949493405
"18",-4140.74735328744,4917.91288672527,-181.321052689317
"19",-4111.76864590161,4957.59955648995,-181.011005754118
"20",-4102.47079071108,4965.4300827443,-181.071206551546
"21",-4049.49810868268,5029.80717660013,-181.032526721697
"22",-3990.05476687946,5097.97543016265,-180.79767480736
"23",-4005.39051912133,5069.24281991849,-181.071947356439
"24",-3974.36983517349,5111.74138438675,-180.97784332029
"25",-3996.16783518675,5067.97150753725,-181.015690452205
"26",-3993.18872633453,5077.67720230855,-181.037310639883
"27",-4063.30951215151,5002.90596436901,-181.037310639883
"110",-4160.9169921875,4888.83935546875,-176.726119995117
"210",-4168.35107421875,4879.6328125,-175.727691650391
"310",-4175.7431640625,4870.392578125,-173.55534362793
"410",-4183.0869140625,4861.1142578125,-169.067337036133
"510",-4190.37841796875,4851.79443359375,-164.582366943359
"610",-4197.61376953125,4842.43115234375,-160.100784301758
"710",-4204.79052734375,4833.02294921875,-155.622894287109
"810",-4211.90625,4823.56884765625,-151.149002075195
"91",-4218.95947265625,4814.06787109375,-146.758071899414
"101",-4225.94873046875,4804.52001953125,-142.37141418457
"111",-4275.33465493231,4681.7565792516,-109.771505997578
"121",-4267.47224209246,4696.49221115895,-113.189371414354
"131",-4260.01989494197,4710.59167198231,-118.812557273858
