"","X","Y","Z"
"1969-12-31 19:00:01",-3923.64965820312,5376.833984375,-98.7780456542969
"1969-12-31 19:00:02",-3941.25170898438,5286.873046875,-140.444717407227
"1969-12-31 19:00:03",-3958.85400390625,5196.912109375,-182.111389160156
"1969-12-31 19:00:04",-3959.2294921875,5194.99365234375,-183
"1",-3959.2294921875,5194.99365234375,-183
"2",-3972.02124023438,5144.8583984375,-181
"3",-3976.20068359375,5133.83203125,-181
"4",-3981.13745117188,5123.1484375,-181
"5",-3986.67651367188,5112.7373046875,-181
"6",-3992.68896484375,5102.57568359375,-181
"7",-3999.07958984375,5092.63720703125,-181
"8",-4005.75708007812,5082.88134765625,-181
"9",-4012.64697265625,5073.26806640625,-181
"10",-4019.69384765625,5063.76611328125,-181
"11",-4008.49131190128,5022.9068314565,-183.101588853315
"12",-4001.83784347586,5081.27476454845,-181.385531900014
"13",-4077.92242406102,5031.68853244073,-181.048948995597
"14",-4071.76508495088,5059.41738663784,-181.112709393543
"15",-4052.41671670452,5082.51337483075,-181.125113791781
"16",-4066.63322536783,5049.77899874828,-181.019238792272
"17",-4015.49649469204,5088.93168998906,-181.139448584701
"18",-4130.63247757553,4990.43558753347,-180.725605766734
"19",-4100.97044458508,4999.34926651098,-180.311762948768
"20",-4063.9966510318,5002.22443212198,-181.300180552391
"21",-4117.23173119516,4928.88925626865,-181.179070668001
"22",-4120.07517751578,4911.00719664143,-180.985355574749
"23",-4105.02962719225,4923.43538991107,-181.504316682331
"24",-4093.475563905,4941.82918820065,-181.259265219506
"25",-4062.0727939701,4982.70281618429,-181.223938074406
"26",-4044.12145918428,5009.71164866782,-181.223938074406
"27",-4004.36761711165,5022.29979500606,-181.223938074406
"110",-4160.9169921875,4888.83935546875,-176.726119995117
"210",-4168.35107421875,4879.6328125,-175.727691650391
"310",-4175.7431640625,4870.392578125,-173.55534362793
"410",-4183.0869140625,4861.1142578125,-169.067337036133
"510",-4190.37841796875,4851.79443359375,-164.582366943359
"610",-4197.61376953125,4842.43115234375,-160.100784301758
"710",-4204.79052734375,4833.02294921875,-155.622894287109
"810",-4211.90625,4823.56884765625,-151.149002075195
"91",-4218.95947265625,4814.06787109375,-146.758071899414
"101",-4225.94873046875,4804.52001953125,-142.37141418457
"111",-4387.95568391712,4546.26559936084,-19.6061225997512
"121",-4365.34458681974,4582.10395109951,-38.5301319536087
"131",-4401.82784548586,4546.24976115551,-32.474334539178
