"","x","y"
"1",-456,931
"2",-462.351161,931.187305
"3",-467.635403,930.328742
"4",-471.418641,928.991466
"5",-474.342813,927.26599
"6",-476.720833,925.047844
"7",-478.506303,922.382322
"8",-479.70251,919.525714
"9",-480.590875,916.28934
"10",-481.159711,912.290731
"11",-507.124887831237,914.434632056999
"12",-506.816584858382,918.982159258003
"13",-477.367522282784,889.188502834675
"14",-471.156684130784,893.176019297764
"15",-473.183122812577,827.322321251854
"16",-465.961329381877,830.157459347917
"17",-477.436731860321,838.049346062504
"18",-502.778720564374,831.392107914918
"19",-515.534295919542,809.020625157334
"20",-505.622762523187,822.247133807467
"21",-474.827469441922,634.143556533605
"22",-475.687800620445,617.607906275539
"23",-539.784118185875,652.412885101216
"24",-527.040946847805,623.463973570097
"25",-507.680097442469,605.616018450446
"26",-470.256248443904,556.703437225536
"27",-302.876894188276,525.669505840391
"28",-354.369899399811,534.486793320712
"29",-510.249065569113,598.767479629283
"30",-351.851075553929,431.096368195531
"31",-590.840279286309,587.161862097844
"32",-588.767053224427,765.088295361348
"33",-586.693827162545,807.857184048385
"34",-584.620601100662,821.054356008819
"35",-582.54737503878,757.56268381019
"36",-537.310526083402,725.773533673214
"37",-546.477693925814,740.695409754575
"38",-244.736264835517,676.080744321279
"39",-238.548743108293,542.920409554509
"40",-232.361221381069,559.059852588031
"41",-226.173699653845,478.336379431621
"42",-219.986177926621,467.396219461371
"43",-213.798656199397,507.401278656926
"44",-207.611134472173,514.040785096388
"45",-201.423612744949,637.005171223014
"46",-195.236091017725,325.922296528622
"47",-189.048569290501,361.855709257865
"48",-182.861047563277,334.71157371549
"49",-176.673525836053,352.226655468833
"50",-170.486004108829,319.88557198067
"51",-164.298482381605,397.641126689353
"52",-158.11096065438,469.165042207738
"53",-151.923438927156,445.772282185863
"54",-145.735917199932,498.48772297284
"55",-139.548395472708,492.390000244663
"56",-218.066287683398,591.759294201049
"57",-289.527747354469,641.788551557707
"58",-269.480077025858,677.167811171824
"59",-340.394446157587,516.606019341178
"60",-353.796454035449,479.441471612034
"61",-349.709932534272,507.340473017035
"62",-339.482484819677,496.333167199915
"63",-290.771902150727,480.371615694216
"64",-313.793790429952,381.904816560399
"65",-191.800130251741,335.226352152848
"66",-373.689319532868,389.244441037351
"67",-459.371782579997,385.997319806405
"68",-444.582816873645,377.029870107432
"69",-431.124337660695,409.457004203845
"70",-397.819788344867,411.245848022431
"71",-392.044987282351,427.27112334103
"72",-549.833809808974,494.338778178433
"73",-515.785137480788,483.86939244251
"74",-484.581134386067,502.962534739636
"75",-604.539264477453,638.071343373487
"76",-489.567368648407,590.254689630562
"77",-346.792494731573,408.894045624392
"78",-484.452511471733,459.041800109217
"79",-442.622220946409,352.470421232284
"80",-405.314575882978,332.002196455138
"81",-398.179422377709,354.599442661684
"82",-357.99002131441,351.416226419741
"83",-321.691463700209,360.133351044846
"84",-463.977042771895,401.505520953083
"85",-476.762926039869,492.186567450845
"86",-399.131742661039,424.814845057889
"87",-407.222734152524,331.001728166997
"88",-384.618011585548,317.210112057986
"89",-425.75927403176,374.80427464703
"90",-433.654204587515,392.958443520393
"91",-464.786771448293,464.506662571241
"92",-300.878509046195,451.809286688495
"93",-298.151323237337,491.315166889587
"94",-298.151323237337,491.315166889587
"95",-291.029907237337,488.386840889587
"96",-282.768294237337,485.382910889587
"97",-274.304596237337,482.669806889587
"98",-265.283356237337,479.919943889587
