"","X","Y","Z"
"1",4888.294921875,5605.55859375,-46.0823249816895
"2",4911.79052734375,5516.9541015625,-87.7489929199219
"3",4935.2861328125,5428.349609375,-129.415664672852
"4",4937.87109375,5418.60107421875,-134
"5",4950.8447265625,5368.50390625,-132
"6",4953.67041015625,5357.013671875,-132
"7",4956.3984375,5345.5,-132
"8",4959.04052734375,5333.96630859375,-132
"9",4961.60498046875,5322.41455078125,-132
"10",4964.09814453125,5310.84716796875,-132
"11",5009.31109953302,5171.54537341264,-136.454883261877
"12",4999.34269244446,5032.24357885653,-133.184372663101
"13",5019.95361358091,5023.02107148415,-137.523938314937
"14",4997.49551075972,5013.79856411176,-129.15524259704
"15",5019.67870439904,5021.3137357185,-146.468834065428
"16",4981.0560030621,5028.82890732524,-144.04289822185
"17",5010.19253146214,4989.47577171987,-141.616962378272
"18",4995.06385318999,5106.09434736776,-130.634391947078
"19",4987.75557676002,5098.24536727368,-131.104825665033
"20",4966.94530380022,5315.14911482768,-130.773191890618
"21",4946.13503084043,5532.05286238167,-130.441558116204
"22",4925.32475788064,5748.95660993567,-133.405687610722
"23",4904.51448492085,5350.29950167785,-133.879003698605
"24",4963.94809673333,5193.58630223002,-132.962086156278
"25",4973.06692976186,5221.50049827399,-131.805764613991
"26",4993.23868744778,5208.4669665099,-141.140720074263
"27",5002.30673977425,5156.83165690057,-134.355409480693
"28",5011.26337677963,5101.74310315795,-133.821654463888
"29",5013.34758527404,4981.53884424279,-146.745900127175
"30",5015.43179376845,4991.17404559108,-139.44358703962
"31",5017.51600226286,5000.80924693937,-132.141273952065
"32",5019.60021075727,5010.44444828766,-140.254950705851
"33",5021.68441925168,5020.07964963595,-131.479259713231
"34",5008.40110001615,5149.87171433846,-130.902588636072
"35",5009.60400390625,5006.73828125,-132
"36",5010.79638671875,4994.96533203125,-131.025543212891
"37",5011.98046875,4983.19140625,-127.911651611328
"38",5013.15869140625,4971.4169921875,-124.877998352051
"39",5014.33251953125,4959.64208984375,-121.844123840332
"40",5015.50244140625,4947.86669921875,-118.810066223145
"41",5016.67041015625,4936.09130859375,-115.775901794434
"42",5017.8359375,4924.3154296875,-112.741630554199
"43",5019,4912.53955078125,-109.707275390625
"44",5020.16259765625,4900.763671875,-106.6728515625
"45",5018.6728838372,4913.00729300408,-109.71011690679
"46",5018.99721111582,4908.60884292075,-108.944039397815
"47",5019.2329995949,4904.37519736377,-108.264475296891
"48",5019.71376760648,4898.632042989,-106.761406565727
"49",5017.6373234924,4908.41285641061,-104.396797625587
"50",5046.4359355815,4700.78869353172,-39.2455564574989
"51",5046.10062290435,4690.61922100109,-42.6220559821524
"52",5039.37170116479,4736.34169181681,-66.1268642304126
"53",5037.34951911671,4747.45027002465,-69.4464428271695
"54",5036.04293199715,4749.95044444857,-55.5412781753725
"55",5033.94577492236,4761.90332168782,-57.5248238027883
"56",5033.1056463747,4749.44105475947,-60.4584974505761
"57",5031.87065914169,4759.35443332372,-63.2410948897892
"58",5031.03732277274,4766.15455201129,-65.8494187179889
"59",5030.5673265307,4770.19613202708,-68.6200335166953
"60",5042.09603378843,4665.0627187809,-34.8412765182412
"61",5038.17147572399,4707.06937967432,-53.4704770211052
"62",5036.07496373345,4726.03491170625,-51.6924409497467
"63",5041.76735453378,4665.96958613197,-45.1982332069576
"64",5041.26694663714,4670.90500852814,-46.615927550132
"65",5045.68705414609,4566.64062341588,-37.5713151325439
"66",5046.51466267415,4556.19846234887,-30.948383859267
