"X","Y","Z"
4852.4853515625,5600.580078125,-47.6663093566895
4875.98095703125,5511.9755859375,-89.3329772949219
4899.4765625,5423.37109375,-130.999649047852
4901.16845703125,5416.99072265625,-134
4913.578125,5366.75146484375,-132
4916.02392578125,5355.17724609375,-132
4918.22900390625,5343.55712890625,-132
4920.24755859375,5331.900390625,-132
4922.11865234375,5320.21826171875,-132
4923.87255859375,5308.51708984375,-132
4925.5322265625,5296.8017578125,-132
4927.1142578125,5285.0751953125,-132
4928.6318359375,5273.33984375,-132
4930.0947265625,5261.59765625,-132
4931.509765625,5249.849609375,-132
4932.8828125,5238.09619140625,-132
4934.2177734375,5226.33837890625,-132
4935.517578125,5214.57666015625,-132
4936.78515625,5202.8115234375,-132
4938.021484375,5191.04296875,-132
4939.228515625,5179.271484375,-132
4940.40673828125,5167.4970703125,-132
4941.55712890625,5155.7197265625,-132
4942.68017578125,5143.93994140625,-132
4943.77685546875,5132.15771484375,-132
4944.8466796875,5120.373046875,-132
4945.89013671875,5108.5859375,-132
4946.90771484375,5096.79638671875,-131.812225341797
4947.8994140625,5085.0048828125,-131.616058349609
4948.865234375,5073.2109375,-131.418807983398
4949.80517578125,5061.4150390625,-131.220489501953
4950.7197265625,5049.6171875,-131.021102905273
4951.6083984375,5037.8173828125,-130.820648193359
4952.4716796875,5026.015625,-130.619140625
4953.30908203125,5014.2119140625,-130.416564941406
4954.12109375,5002.40673828125,-130.212936401367
4954.90771484375,4990.599609375,-127.752212524414
4955.6689453125,4978.791015625,-124.712371826172
4956.40478515625,4966.98046875,-121.671096801758
4957.115234375,4955.16845703125,-118.628402709961
4957.80029296875,4943.35498046875,-115.584297180176
4958.4599609375,4931.5400390625,-111.838806152344
4959.09423828125,4919.7236328125,-108.00919342041
4959.703125,4907.90625,-104.17635345459
4960.28662109375,4896.08740234375,-100.340316772461
4960.8447265625,4884.26708984375,-96.6193008422852
4961.3779296875,4872.44580078125,-92.895133972168
4961.8857421875,4860.62353515625,-89.167839050293
4962.36865234375,4848.80029296875,-85.4374465942383
4962.826171875,4836.97607421875,-81.7039642333984
4963.2587890625,4825.15087890625,-77.8534927368164
4963.666015625,4813.32470703125,-73.9997177124023
