"X","Y","Z"
97.5588912963867,7301.6796875,-211.17253112793
97.5590515136719,7221.6796875,-252.839202880859
97.559211730957,7141.6796875,-294.505859375
97.5592575073242,7119.61083984375,-306
98.5197830200195,7073.70556640625,-304
99.2559814453125,7061.90087890625,-304
100.302436828613,7050.123046875,-304
101.599746704102,7038.36669921875,-304
103.102981567383,7026.63330078125,-304
104.778366088867,7014.921875,-304
106.600563049316,7003.2314453125,-304
108.55052947998,6991.5615234375,-304
110.613998413086,6979.91064453125,-304
112.780227661133,6968.2783203125,-304
115.041168212891,6956.66357421875,-304
117.390747070312,6945.06640625,-304
119.824409484863,6933.48681640625,-304
122.338729858398,6921.92431640625,-304
124.931106567383,6910.37890625,-304
127.599563598633,6898.85107421875,-304
130.34260559082,6887.34033203125,-304
133.159103393555,6875.84765625,-304
136.048187255859,6864.373046875,-304
139.009185791016,6852.91650390625,-304
142.041564941406,6841.47900390625,-304
145.144912719727,6830.060546875,-304
148.318893432617,6818.6611328125,-304
151.55598449707,6807.27978515625,-304
154.84245300293,6795.912109375,-304
158.165954589844,6784.55517578125,-304
161.517242431641,6773.20654296875,-304
164.889404296875,6761.86376953125,-304
168.277206420898,6750.52587890625,-304
171.676773071289,6739.19140625,-304
175.08512878418,6727.859375,-304
178.500137329102,6716.529296875,-304
181.920104980469,6705.201171875,-304
185.343872070312,6693.8740234375,-304
188.770523071289,6682.5478515625,-304
192.199111938477,6671.22216796875,-304
195.629348754883,6659.89697265625,-304
199.060272216797,6648.57177734375,-304
202.492263793945,6637.2470703125,-304
205.925216674805,6625.9228515625,-304
209.358474731445,6614.5986328125,-304
212.792495727539,6603.2744140625,-304
216.226684570312,6591.9501953125,-304
219.660995483398,6580.6259765625,-304
223.096130371094,6569.30224609375,-304
226.531311035156,6557.978515625,-304
229.965942382812,6546.65478515625,-304
233.401123046875,6535.3310546875,-304
236.836318969727,6524.00732421875,-304
240.271484375,6512.68359375,-304
243.706115722656,6501.35986328125,-304
247.140762329102,6490.0361328125,-304
250.575988769531,6478.71240234375,-304
254.011215209961,6467.388671875,-304
257.445892333984,6456.06494140625,-304
260.880584716797,6444.7412109375,-304
264.315338134766,6433.41748046875,-304
267.750640869141,6422.09375,-304
271.185424804688,6410.77001953125,-304
274.620208740234,6399.4462890625,-304
278.055541992188,6388.12255859375,-304
281.490356445312,6376.798828125,-304
284.925170898438,6365.47509765625,-304
288.360015869141,6354.1513671875,-304
291.79541015625,6342.82763671875,-304
295.230255126953,6331.50390625,-304
298.665100097656,6320.18017578125,-304
302.099975585938,6308.8564453125,-304
305.534851074219,6297.53271484375,-304
308.970275878906,6286.208984375,-304
312.405151367188,6274.88525390625,-304
315.840759277344,6263.5615234375,-304
319.276336669922,6252.23779296875,-304
322.711334228516,6240.9140625,-304
326.146301269531,6229.59033203125,-304
329.581787109375,6218.2666015625,-304
333.017242431641,6206.94287109375,-304
336.452117919922,6195.619140625,-304
339.887512207031,6184.29541015625,-304
343.322357177734,6172.9716796875,-304
346.757720947266,6161.64794921875,-304
350.193084716797,6150.32421875,-304
353.627868652344,6139.00048828125,-304
357.062652587891,6127.6767578125,-304
360.497467041016,6116.35302734375,-304
363.932830810547,6105.029296875,-304
367.36767578125,6093.70556640625,-304
370.802490234375,6082.3818359375,-304
374.237335205078,6071.05810546875,-304
377.672210693359,6059.734375,-304
381.107116699219,6048.41064453125,-304
384.542022705078,6037.0869140625,-304
387.976959228516,6025.76318359375,-304
391.411895751953,6014.439453125,-304
394.846862792969,6003.11572265625,-304
396.637725830078,5991.63916015625,-304
396.617584228516,5980.1328125,-304
395.223327636719,5968.57177734375,-304
392.770202636719,5957.1083984375,-304
389.519165039062,5945.79638671875,-304
385.673095703125,5934.64404296875,-304
381.385070800781,5923.63720703125,-304
376.769012451172,5912.75390625,-304
371.909240722656,5901.9716796875,-304
366.868133544922,5891.27001953125,-304
361.691833496094,5880.63134765625,-304
356.414642333984,5870.041015625,-304
352.653442382812,5859.037109375,-304
350.614379882812,5847.69189453125,-304
349.875854492188,5836.05810546875,-304
350.161193847656,5824.3310546875,-304
351.282440185547,5812.615234375,-304
353.104736328125,5800.96826171875,-304
355.522674560547,5789.41748046875,-304
358.455200195312,5777.978515625,-304
361.790679931641,5766.64208984375,-304
365.427337646484,5755.39111328125,-304
369.288604736328,5744.2109375,-304
373.317535400391,5733.087890625,-304
377.471710205078,5722.00927734375,-304
381.719604492188,5710.9658203125,-304
386.037628173828,5699.94921875,-304
390.408203125,5688.953125,-304
394.818176269531,5677.97265625,-304
399.257690429688,5667.00390625,-304
403.719390869141,5656.0439453125,-304
408.197723388672,5645.0908203125,-304
412.688537597656,5634.142578125,-304
417.188751220703,5623.1982421875,-304
421.695983886719,5612.2568359375,-304
426.208374023438,5601.31787109375,-304
430.724792480469,5590.38037109375,-304
435.244262695312,5579.4443359375,-304
439.766021728516,5568.5087890625,-304
444.289459228516,5557.57421875,-304
448.822265625,5546.6435546875,-304
453.373229980469,5535.72021484375,-304
457.948883056641,5524.8076171875,-304
462.554168701172,5513.9072265625,-304
467.192749023438,5503.02099609375,-304
471.867370605469,5492.150390625,-304
476.580078125,5481.2958984375,-304
481.332366943359,5470.458984375,-304
486.125366210938,5459.64013671875,-304
490.959869384766,5448.83984375,-304
495.836486816406,5438.05810546875,-304
500.755645751953,5427.2958984375,-304
505.717651367188,5416.55322265625,-304
510.722717285156,5405.83056640625,-304
515.770935058594,5395.12841796875,-302.830810546875
520.862426757812,5384.44677734375,-300.267181396484
525.997192382812,5373.78564453125,-297.708526611328
531.17529296875,5363.1455078125,-295.154907226562
536.396667480469,5352.52685546875,-292.606384277344
541.661315917969,5341.92919921875,-290.575256347656
546.969116210938,5331.35302734375,-288.968017578125
552.320068359375,5320.798828125,-287.364959716797
557.714111328125,5310.2666015625,-285.76611328125
563.151123046875,5299.75634765625,-284.171478271484
568.623352050781,5289.2646484375,-280.377044677734
574.122009277344,5278.78662109375,-276.588134765625
579.640502929688,5268.31884765625,-272.803375244141
585.173889160156,5257.85888671875,-269.021759033203
590.718383789062,5247.40478515625,-265.242492675781
596.271301269531,5236.955078125,-261.464996337891
601.830505371094,5226.5087890625,-257.802062988281
607.394470214844,5216.06494140625,-254.140090942383
612.961975097656,5205.623046875,-250.47883605957
618.532165527344,5195.1826171875,-246.818130493164
624.104370117188,5184.7431640625,-243.157836914062
629.678100585938,5174.3046875,-239.497863769531
635.253112792969,5163.86669921875,-235.708984375
640.829284667969,5153.4296875,-231.893493652344
646.40576171875,5142.99267578125,-228.078063964844
651.982971191406,5132.55615234375,-224.262786865234
657.560852050781,5122.1201171875,-220.447662353516
663.138793945312,5111.68408203125,-216.632553100586
668.716735839844,5101.248046875,-212.907012939453
674.294738769531,5090.81201171875,-209.18147277832
679.873413085938,5080.3759765625,-205.456085205078
685.451599121094,5069.93994140625,-201.887405395508
691.02978515625,5059.50390625,-198.241973876953
696.607971191406,5049.06787109375,-194.596542358398
702.182189941406,5038.6298828125,-190.950271606445
707.748229980469,5028.1875,-187.262313842773
713.302795410156,5017.73876953125,-183.572006225586
718.843444824219,5007.28271484375,-179.878875732422
724.368408203125,4996.818359375,-176.182556152344
729.876220703125,4986.34521484375,-172.406814575195
735.365783691406,4975.8623046875,-168.627334594727
740.836364746094,4965.36962890625,-164.843963623047
746.287292480469,4954.86669921875,-161.056594848633
751.718139648438,4944.35302734375,-157.265151977539
757.128540039062,4933.8291015625,-153.405685424805
762.518249511719,4923.29443359375,-149.541656494141
767.875366210938,4912.7431640625,-145.670501708984
773.186462402344,4902.1689453125,-141.826110839844
778.441467285156,4891.56689453125,-144.291946411133
783.632751464844,4880.93359375,-140.492736816406
786.88916015625,4869.8779296875,-136.507232666016
788.027221679688,4858.56591796875,-132.392944335938
787.555114746094,4847.01220703125,-128.163635253906
785.808410644531,4835.47119140625,-123.91771697998
783.08837890625,4824.05078125,-119.69979095459
779.637817382812,4812.78759765625,-115.527297973633
775.643493652344,4801.68115234375,-111.403030395508
771.245422363281,4790.71435546875,-101.438262939453
766.547607421875,4779.8642578125,-97.3476104736328
761.627075195312,4769.1083984375,-93.2867126464844
756.540649414062,4758.42724609375,-89.2495880126953
751.33056640625,4747.8046875,-85.3179092407227
746.028137207031,4737.22705078125,-81.3620986938477
740.656677246094,4726.68359375,-77.4177169799805
735.233520507812,4716.16650390625,-73.4820556640625
729.771606445312,4705.66943359375,-69.5530242919922
724.280639648438,4695.1875,-65.6048126220703
718.767944335938,4684.716796875,-61.8212890625
713.238891601562,4674.2548828125,-58.040599822998
707.697570800781,4663.79931640625,-54.3020286560059
702.147094726562,4653.3486328125,-50.6375923156738
696.589721679688,4642.9013671875,-46.9744491577148
691.027099609375,4632.45703125,-43.3122978210449
685.460571289062,4622.0146484375,-39.6508827209473
681.474182128906,4611.10400390625,-35.8227157592773
679.256408691406,4599.8125,-31.8584499359131
678.374206542969,4588.20068359375,-27.7797317504883
678.548278808594,4576.478515625,-23.6608924865723
679.533447265625,4564.75,-19.5386199951172
681.132446289062,4553.0615234375,-15.4297027587891
683.192687988281,4541.4296875,-11.3400268554688
685.598327636719,4529.85546875,-7.27004528045654
688.262329101562,4518.33251953125,-3.21781778335571
691.11962890625,4506.85302734375,0.715656280517578
694.121520996094,4495.4091796875,4.23952102661133
697.231750488281,4483.9931640625,7.32185649871826
700.423095703125,4472.59912109375,10.3982849121094
703.675231933594,4461.2216796875,13.4701480865479
706.973022460938,4449.857421875,16.5385093688965
710.304992675781,4438.5029296875,19.6042022705078
713.662658691406,4427.15625,22.6678657531738
717.039611816406,4415.81494140625,25.7299938201904
720.431030273438,4404.47802734375,28.790958404541
723.833312988281,4393.14453125,30.0867767333984
727.24365234375,4381.8134765625,30.2302093505859
730.660217285156,4370.48388671875,30.3736228942871
734.081420898438,4359.15576171875,30.3736228942871
737.506042480469,4347.82861328125,30.5853424072266
740.933227539062,4336.50244140625,30.8065357208252
744.362426757812,4325.1767578125,31.0276718139648
747.793334960938,4313.8515625,31.2487602233887
751.225402832031,4302.52685546875,31.4698181152344
754.658630371094,4291.20263671875,31.6908435821533
758.092651367188,4279.87841796875,31.9118461608887
761.52685546875,4268.55419921875,32.1328430175781
764.961181640625,4257.22998046875,32.3538360595703
768.395568847656,4245.90576171875,32.5748291015625
771.83056640625,4234.58203125,32.7958030700684
775.265075683594,4223.25830078125,32.9855880737305
778.700378417969,4211.9345703125,31.0914516448975
782.141174316406,4200.6123046875,31.3582801818848
785.593627929688,4189.2939453125,31.6250247955322
789.0625,4177.98046875,31.8916511535645
792.55126953125,4166.67333984375,32.1581344604492
796.062561035156,4155.373046875,32.4244537353516
799.598327636719,4144.08056640625,32.6905899047852
803.160034179688,4132.7958984375,32.9565353393555
806.748840332031,4121.52001953125,33.2222785949707
810.365539550781,4110.2529296875,35.6464538574219
814.0107421875,4098.9951171875,36.0346565246582
817.684936523438,4087.74682617188,37.2379455566406
821.388427734375,4076.50805664062,37.4971885681152
825.121459960938,4065.27905273438,37.9084205627441
828.88427734375,4054.06005859375,38.3209419250488
