"x","y"
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-16,5
-15.71104,4.992621
-15.71104,4.992621
-15.32587,4.979329
-15.21955,4.975427
-15.21955,4.975427
-14.69683,4.954016
-14.54062,4.947443
-14.54062,4.947443
-14.19768,4.933011
-14.04681,4.926662
-14.04681,4.926662
-13.54385,4.905497
-13.54385,4.905497
-13.16794,4.889677
-12.866,4.876971
-12.866,4.876971
-12.52401,4.862579
-12.36959,4.856081
-12.36959,4.856081
-11.87668,4.835339
-11.69674,4.827766
-11.69674,4.827766
-11.30639,4.811339
-11.19973,4.806851
-11.19973,4.806851
-10.70852,4.78618
-10.70852,4.78618
-10.31087,4.769445
-10.19867,4.764724
-10.02472,4.757404
-10.02472,4.757404
-9.534305,4.736766
-9.534305,4.736766
-9.130013,4.719752
-9.035895,4.715792
-9.035895,4.715792
-8.534137,4.692474
-8.534138,4.692474
-8.146809,4.67053
-8.031763,4.663662
-8.031763,4.663662
-7.51418,4.624013
-7.514179,4.624013
-7.110054,4.583511
-7.110054,4.583511
-6.753301,4.539974
-6.661101,4.52818
-6.359023,4.482916
-6.180352,4.453969
-6.180351,4.453969
-5.868797,4.39767
-5.685407,4.362671
-5.380605,4.300135
-5.195406,4.260696
-5.195406,4.260696
-4.729291,4.150999
-4.72929,4.150999
-4.408624,4.067733
-4.221296,4.016532
-4.221296,4.016532
-3.757971,3.875751
-3.757971,3.875751
-3.388423,3.746041
-3.29994,3.714166
-3.063574,3.623525
-2.86654,3.544341
-2.866539,3.544341
-2.611321,3.436157
-2.410458,3.347768
-2.194,3.249063
-1.977553,3.147244
-1.749949,3.036192
-1.749949,3.036192
-1.538997,2.929384
-1.319557,2.813521
-1.094449,2.689006
-0.8884281,2.569747
-0.6811112,2.444621
-0.6811104,2.444621
-0.4609476,2.306316
-0.2680971,2.181256
-0.09696506,2.067393
0.1186118,1.91982
0.2983902,1.794145
0.2983894,1.794145
0.5023964,1.648606
0.6843661,1.516785
0.8798527,1.373288
1.063875,1.236907
1.264069,1.0875
1.264069,1.0875
1.458563,0.9418269
1.623041,0.8185473
1.838811,0.6568235
2.050019,0.4985183
2.249624,0.3489095
2.40442,0.232887
2.404419,0.232887
2.589221,0.09437364
2.803031,-0.06588078
3.015041,-0.2247857
3.015041,-0.2247857
3.211807,-0.3722654
3.434978,-0.539537
3.612779,-0.6728024
3.812186,-0.8222613
3.969181,-0.9399331
3.969181,-0.9399331
4.185431,-1.102017
4.341627,-1.219089
4.540033,-1.367798
4.763525,-1.53531
4.965332,-1.686568
4.965332,-1.686568
5.139772,-1.817314
5.333394,-1.962902
5.508957,-2.095647
5.728377,-2.2634
5.925959,-2.416491
5.925959,-2.416491
6.085597,-2.541809
6.271381,-2.68944
6.473783,-2.85184
6.683439,-3.021097
6.683439,-3.021097
6.902361,-3.198217
7.076231,-3.338888
7.240619,-3.471886
7.433148,-3.627652
7.605463,-3.767065
7.605461,-3.767065
7.813849,-3.935663
8.020295,-4.102688
8.20878,-4.255184
8.392561,-4.403875
8.392563,-4.403875
8.597569,-4.569736
8.597569,-4.569736
9.001051,-4.896176
9.001053,-4.896176
9.318889,-5.15565
9.380732,-5.206242
9.38073,-5.206242
9.784043,-5.543042
9.784042,-5.543042
10.0811,-5.799817
10.14078,-5.851729
10.4092,-6.093574
10.51559,-6.190683
10.51559,-6.190683
10.80067,-6.457992
10.88257,-6.535335
10.88257,-6.535335
11.16009,-6.801755
11.31016,-6.946787
11.54895,-7.178668
11.6028,-7.231007
11.85165,-7.472843
11.97625,-7.593935
11.97625,-7.593935
12.21463,-7.825596
12.32811,-7.935886
12.32811,-7.935886
12.6954,-8.29282
12.6954,-8.29282
12.99208,-8.581141
13.05092,-8.638325
13.05092,-8.638325
13.41178,-8.989022
13.56586,-9.138759
13.56586,-9.138759
13.75149,-9.31916
13.9307,-9.493323
14.07517,-9.63372
14.27267,-9.825656
14.41326,-9.96229
14.41326,-9.96229
14.58796,-10.13206
14.79445,-10.33274
14.9848,-10.51841
14.9848,-10.51841
15.17179,-10.70214
15.32664,-10.85559
15.48738,-11.01672
15.66365,-11.19632
15.65477,-11.17508
15.85769,-11.38436
16.00746,-11.38588
16.14304,-11.29988
16.35841,-11.35618
16.42189,-11.24215
16.59877,-11.39883
16.80967,-11.5691
16.80967,-11.5691
16.80967,-11.5691
16.80967,-11.5691
16.80967,-11.5691
16.80967,-11.5691
16.80967,-11.5691
