"X","Y","Z"
-3963.73388671875,5388.84765625,-100.404510498047
-3981.3359375,5298.88671875,-142.071182250977
-3998.62646484375,5210.51904296875,-183
-4011.30102539062,5160.353515625,-181
-4015.39477539062,5149.2900390625,-181
-4020.19604492188,5138.5361328125,-181
-4025.54736328125,5128.01953125,-181
-4031.3193359375,5117.712890625,-181
-4037.4169921875,5107.58642578125,-181
-4043.7705078125,5097.61328125,-181
-4050.32861328125,5087.77001953125,-181
-4057.05346679688,5078.03759765625,-181
-4063.9169921875,5068.4013671875,-181
-4070.8984375,5058.84912109375,-181
-4077.98217773438,5049.3720703125,-181
-4085.15673828125,5039.96337890625,-181
-4092.41333007812,5030.6171875,-181
-4099.74560546875,5021.330078125,-181
-4107.1484375,5012.09912109375,-181
-4114.6181640625,5002.921875,-181
-4122.1513671875,4993.796875,-181
-4129.74658203125,4984.72314453125,-181
-4137.4013671875,4975.7001953125,-181
-4145.11474609375,4966.72705078125,-181
-4152.8857421875,4957.80322265625,-181
-4160.712890625,4948.92919921875,-180.398315429688
-4168.595703125,4940.1044921875,-179.301681518555
-4176.53369140625,4931.3291015625,-178.204483032227
-4184.5263671875,4922.603515625,-177.201385498047
-4192.57275390625,4913.927734375,-176.198043823242
-4200.6728515625,4905.3017578125,-175.194488525391
-4208.826171875,4896.72607421875,-171.732940673828
-4217.0302734375,4888.19921875,-167.215530395508
-4225.275390625,4879.71142578125,-162.697708129883
-4233.55126953125,4871.25341796875,-158.179626464844
-4241.85009765625,4862.81787109375,-153.661407470703
-4250.166015625,4854.3994140625,-149.226608276367
-4258.49462890625,4845.99365234375,-144.791793823242
-4266.8330078125,4837.59716796875,-140.356994628906
-4275.1787109375,4829.2080078125,-135.92219543457
-4283.52978515625,4820.82421875,-131.487411499023
-4291.884765625,4812.44482421875,-127.052635192871
-4300.2431640625,4804.068359375,-122.617866516113
-4308.60400390625,4795.6943359375,-118.127372741699
-4316.96630859375,4787.32177734375,-113.636871337891
-4325.330078125,4778.95068359375,-109.146362304688
-4333.6953125,4770.5810546875,-104.655853271484
-4342.06103515625,4762.2119140625,-100.165336608887
-4350.427734375,4753.84375,-95.6748199462891
-4358.794921875,4745.47607421875,-91.1842956542969
-4367.16259765625,4737.10888671875,-86.6937713623047
-4375.52978515625,4728.7412109375,-82.203254699707
-4383.8974609375,4720.3740234375,-77.7127304077148
-4392.2646484375,4712.00634765625,-73.2222137451172
-4400.63232421875,4703.63916015625,-68.731689453125
-4408.99951171875,4695.271484375,-64.3620758056641
-4417.3671875,4686.904296875,-59.9273376464844
-4425.734375,4678.53662109375,-55.4925994873047
-4434.10205078125,4670.16943359375,-51.057861328125
-4442.46923828125,4661.8017578125,-46.6231231689453
-4450.8369140625,4653.4345703125,-42.1883850097656
-4459.2041015625,4645.06689453125,-37.7536468505859
-4467.57177734375,4636.69970703125,-33.3189086914062
-4475.93896484375,4628.33203125,-28.8841705322266
-4484.306640625,4619.96484375,-24.4494323730469
-4492.67431640625,4611.59765625,-20.0146942138672
-4501.04150390625,4603.22998046875,-15.5799560546875
-4509.4091796875,4594.86279296875,-11.0615425109863
-4517.7763671875,4586.4951171875,-6.54313087463379
-4526.14404296875,4578.1279296875,-2.02471733093262
-4534.51171875,4569.7607421875,2.49369621276855
